,Unnamed: 0,pair_id,tm_score,identity_us_align,pro1,pro2,group
1945984,1945984,AF-P0C5P3-F1-model_v3.pdb@@AF-P14359-F1-model_v3.pdb.txt,0.5112800000000001,0.069,P0C5P3,P14359,pro_with_unknown_function
1945987,1945987,AF-P0C5M8-F1-model_v3.pdb@@AF-P39103-F1-model_v3.pdb.txt,0.6222099999999999,0.138,P0C5M8,P39103,pro_with_unknown_function
1945998,1945998,AF-Q3E7A0-F1-model_v3.pdb@@AF-P36108-F1-model_v3.pdb.txt,0.503545,0.051,Q3E7A0,P36108,pro_with_unknown_function
1946323,1946323,AF-Q3E767-F1-model_v3.pdb@@AF-Q12233-F1-model_v3.pdb.txt,0.58618,0.095,Q3E767,Q12233,pro_with_unknown_function
1946517,1946517,AF-P40445-F1-model_v3.pdb@@AF-P39924-F1-model_v3.pdb.txt,0.661025,0.111,P40445,P39924,pro_with_unknown_function
1946557,1946557,AF-P0C5P6-F1-model_v3.pdb@@AF-P46671-F1-model_v3.pdb.txt,0.537905,0.081,P0C5P6,P46671,pro_with_unknown_function
1946688,1946688,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q3E827-F1-model_v3.pdb.txt,0.61121,0.051,Q3E7A0,Q3E827,pro_with_unknown_function
1946879,1946879,AF-P0C5P6-F1-model_v3.pdb@@AF-Q12124-F1-model_v3.pdb.txt,0.501575,0.054,P0C5P6,Q12124,pro_with_unknown_function
1946993,1946993,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q12262-F1-model_v3.pdb.txt,0.514705,0.139,Q3E7A6,Q12262,pro_with_unknown_function
1947100,1947100,AF-P53878-F1-model_v3.pdb@@AF-P53183-F1-model_v3.pdb.txt,0.539435,0.132,P53878,P53183,pro_with_unknown_function
1947126,1947126,AF-P0C5S1-F1-model_v3.pdb@@AF-Q03579-F1-model_v3.pdb.txt,0.52907,0.115,P0C5S1,Q03579,pro_with_unknown_function
1947514,1947514,AF-P0C5M0-F1-model_v3.pdb@@AF-P39982-F1-model_v3.pdb.txt,0.53574,0.067,P0C5M0,P39982,pro_with_unknown_function
1947761,1947761,AF-P0C5R4-F1-model_v3.pdb@@AF-P38632-F1-model_v3.pdb.txt,0.504025,0.065,P0C5R4,P38632,pro_with_unknown_function
1947792,1947792,AF-Q3E809-F1-model_v3.pdb@@AF-Q9ZZW2-F1-model_v3.pdb.txt,0.5703,0.061,Q3E809,Q9ZZW2,pro_with_unknown_function
1947841,1947841,AF-Q3E778-F1-model_v3.pdb@@AF-Q08930-F1-model_v3.pdb.txt,0.51686,0.088,Q3E778,Q08930,pro_with_unknown_function
1948124,1948124,AF-P0C5N1-F1-model_v3.pdb@@AF-Q12450-F1-model_v3.pdb.txt,0.52095,0.038,P0C5N1,Q12450,pro_with_unknown_function
1948208,1948208,AF-Q06089-F1-model_v3.pdb@@AF-Q3E808-F1-model_v3.pdb.txt,0.526995,0.045,Q06089,Q3E808,pro_with_unknown_function
1948302,1948302,AF-Q99296-F1-model_v3.pdb@@AF-P53851-F1-model_v3.pdb.txt,0.51773,0.101,Q99296,P53851,pro_with_unknown_function
1948381,1948381,AF-Q3E778-F1-model_v3.pdb@@AF-P32524-F1-model_v3.pdb.txt,0.514455,0.118,Q3E778,P32524,pro_with_unknown_function
1948560,1948560,AF-Q8TGS5-F1-model_v3.pdb@@AF-P40414-F1-model_v3.pdb.txt,0.545925,0.114,Q8TGS5,P40414,pro_with_unknown_function
1949081,1949081,AF-P53287-F1-model_v3.pdb@@AF-Q06333-F1-model_v3.pdb.txt,0.51078,0.0,P53287,Q06333,pro_with_unknown_function
1949792,1949792,AF-Q8TGT0-F1-model_v3.pdb@@AF-P38728-F1-model_v3.pdb.txt,0.542195,0.123,Q8TGT0,P38728,pro_with_unknown_function
1950055,1950055,AF-Q3E810-F1-model_v3.pdb@@AF-P61829-F1-model_v3.pdb.txt,0.506275,0.125,Q3E810,P61829,pro_with_unknown_function
1950253,1950253,AF-P42840-F1-model_v3.pdb@@AF-P53208-F1-model_v3.pdb.txt,0.5670649999999999,0.159,P42840,P53208,pro_with_unknown_function
1950591,1950591,AF-Q8TGT1-F1-model_v3.pdb@@AF-Q35811-F1-model_v3.pdb.txt,0.762705,0.089,Q8TGT1,Q35811,pro_with_unknown_function
1951006,1951006,AF-Q8TGU8-F1-model_v3.pdb@@AF-Q3E772-F1-model_v3.pdb.txt,0.60195,0.062,Q8TGU8,Q3E772,pro_with_unknown_function
1951171,1951171,AF-Q45U18-F1-model_v3.pdb@@AF-P49334-F1-model_v3.pdb.txt,0.52877,0.136,Q45U18,P49334,pro_with_unknown_function
1951215,1951215,AF-Q3E7A0-F1-model_v3.pdb@@AF-O13578-F1-model_v3.pdb.txt,0.54262,0.027,Q3E7A0,O13578,pro_with_unknown_function
1951263,1951263,AF-Q8TGS5-F1-model_v3.pdb@@AF-P47081-F1-model_v3.pdb.txt,0.502815,0.0,Q8TGS5,P47081,pro_with_unknown_function
1951391,1951391,AF-Q3E809-F1-model_v3.pdb@@AF-Q03713-F1-model_v3.pdb.txt,0.576335,0.038,Q3E809,Q03713,pro_with_unknown_function
1951535,1951535,AF-P0C5M8-F1-model_v3.pdb@@AF-Q08003-F1-model_v3.pdb.txt,0.5069950000000001,0.0,P0C5M8,Q08003,pro_with_unknown_function
1951634,1951634,AF-Q3E778-F1-model_v3.pdb@@AF-P01119-F1-model_v3.pdb.txt,0.5024649999999999,0.088,Q3E778,P01119,pro_with_unknown_function
1951768,1951768,AF-Q3E7A6-F1-model_v3.pdb@@AF-P53271-F1-model_v3.pdb.txt,0.51101,0.083,Q3E7A6,P53271,pro_with_unknown_function
1952537,1952537,AF-P25347-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.611465,0.1,P25347,P32903,pro_with_unknown_function
1952666,1952666,AF-P0C5M8-F1-model_v3.pdb@@AF-P02309-F1-model_v3.pdb.txt,0.54935,0.143,P0C5M8,P02309,pro_with_unknown_function
1952811,1952811,AF-Q8TGS5-F1-model_v3.pdb@@AF-P40515-F1-model_v3.pdb.txt,0.50101,0.061,Q8TGS5,P40515,pro_with_unknown_function
1953195,1953195,AF-Q3E809-F1-model_v3.pdb@@AF-Q07887-F1-model_v3.pdb.txt,0.514095,0.019,Q3E809,Q07887,pro_with_unknown_function
1953202,1953202,AF-P0C5K9-F1-model_v3.pdb@@AF-Q03954-F1-model_v3.pdb.txt,0.51862,0.148,P0C5K9,Q03954,pro_with_unknown_function
1953383,1953383,AF-Q3E821-F1-model_v3.pdb@@AF-Q06091-F1-model_v3.pdb.txt,0.513535,0.121,Q3E821,Q06091,pro_with_unknown_function
1953474,1953474,AF-P0C5P6-F1-model_v3.pdb@@AF-P40573-F1-model_v3.pdb.txt,0.554685,0.135,P0C5P6,P40573,pro_with_unknown_function
1953808,1953808,AF-P0C5Q1-F1-model_v3.pdb@@AF-Q3E764-F1-model_v3.pdb.txt,0.519555,0.0,P0C5Q1,Q3E764,pro_with_unknown_function
1953829,1953829,AF-Q8TGT0-F1-model_v3.pdb@@AF-Q3E7Y6-F1-model_v3.pdb.txt,0.701875,0.038,Q8TGT0,Q3E7Y6,pro_with_unknown_function
1954101,1954101,AF-Q3E809-F1-model_v3.pdb@@AF-P40555-F1-model_v3.pdb.txt,0.535695,0.019,Q3E809,P40555,pro_with_unknown_function
1954302,1954302,AF-P0C5L4-F1-model_v3.pdb@@AF-P69771-F1-model_v3.pdb.txt,0.551675,0.038,P0C5L4,P69771,pro_with_unknown_function
1954320,1954320,AF-Q3E801-F1-model_v3.pdb@@AF-P0CX86-F1-model_v3.pdb.txt,0.54969,0.111,Q3E801,P0CX86,pro_with_unknown_function
1954386,1954386,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q07541-F1-model_v3.pdb.txt,0.505145,0.067,Q3E7Z9,Q07541,pro_with_unknown_function
1954477,1954477,AF-Q3E751-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.52235,0.108,Q3E751,Q3E828,pro_with_unknown_function
1954799,1954799,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q3E7B7-F1-model_v3.pdb.txt,0.64015,0.103,Q3E7A0,Q3E7B7,pro_with_unknown_function
1955005,1955005,AF-P38235-F1-model_v3.pdb@@AF-P11655-F1-model_v3.pdb.txt,0.5064,0.109,P38235,P11655,pro_with_unknown_function
1955517,1955517,AF-Q3E7B4-F1-model_v3.pdb@@AF-P53150-F1-model_v3.pdb.txt,0.525255,0.063,Q3E7B4,P53150,pro_with_unknown_function
1955538,1955538,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q99278-F1-model_v3.pdb.txt,0.55204,0.103,Q3E7A0,Q99278,pro_with_unknown_function
1955751,1955751,AF-Q3E765-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.67855,0.071,Q3E765,P43682,pro_with_unknown_function
1955900,1955900,AF-P0C5N1-F1-model_v3.pdb@@AF-Q02948-F1-model_v3.pdb.txt,0.51175,0.038,P0C5N1,Q02948,pro_with_unknown_function
1956270,1956270,AF-P0C5M1-F1-model_v3.pdb@@AF-P43682-F1-model_v3.pdb.txt,0.5047550000000001,0.088,P0C5M1,P43682,pro_with_unknown_function
1956316,1956316,AF-Q04838-F1-model_v3.pdb@@AF-P41806-F1-model_v3.pdb.txt,0.5063449999999999,0.079,Q04838,P41806,pro_with_unknown_function
1956545,1956545,AF-P0C5M8-F1-model_v3.pdb@@AF-P36095-F1-model_v3.pdb.txt,0.513765,0.103,P0C5M8,P36095,pro_with_unknown_function
1956813,1956813,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P40515-F1-model_v3.pdb.txt,0.505695,0.033,Q3E7Z9,P40515,pro_with_unknown_function
1957000,1957000,AF-P36158-F1-model_v3.pdb@@AF-Q07528-F1-model_v3.pdb.txt,0.512185,0.109,P36158,Q07528,pro_with_unknown_function
1957206,1957206,AF-P0C5L7-F1-model_v3.pdb@@AF-P0C270-F1-model_v3.pdb.txt,0.58766,0.042,P0C5L7,P0C270,pro_with_unknown_function
1957847,1957847,AF-Q8TGS1-F1-model_v3.pdb@@AF-Q08245-F1-model_v3.pdb.txt,0.60936,0.062,Q8TGS1,Q08245,pro_with_unknown_function
1957901,1957901,AF-Q8TGS5-F1-model_v3.pdb@@AF-Q04935-F1-model_v3.pdb.txt,0.5390550000000001,0.029,Q8TGS5,Q04935,pro_with_unknown_function
1958415,1958415,AF-P0C5M1-F1-model_v3.pdb@@AF-P07255-F1-model_v3.pdb.txt,0.63647,0.059,P0C5M1,P07255,pro_with_unknown_function
1958560,1958560,AF-P38716-F1-model_v3.pdb@@AF-Q05979-F1-model_v3.pdb.txt,0.6258699999999999,0.142,P38716,Q05979,pro_with_unknown_function
1959476,1959476,AF-Q3E7Z6-F1-model_v3.pdb@@AF-P41806-F1-model_v3.pdb.txt,0.539815,0.111,Q3E7Z6,P41806,pro_with_unknown_function
1959643,1959643,AF-P40083-F1-model_v3.pdb@@AF-P39103-F1-model_v3.pdb.txt,0.571435,0.049,P40083,P39103,pro_with_unknown_function
1959749,1959749,AF-P38430-F1-model_v3.pdb@@AF-P00942-F1-model_v3.pdb.txt,0.56221,0.053,P38430,P00942,pro_with_unknown_function
1960039,1960039,AF-P53751-F1-model_v3.pdb@@AF-P32319-F1-model_v3.pdb.txt,0.58253,0.722,P53751,P32319,pro_with_unknown_function
1960069,1960069,AF-Q3E750-F1-model_v3.pdb@@AF-P47149-F1-model_v3.pdb.txt,0.51629,0.068,Q3E750,P47149,pro_with_unknown_function
1960115,1960115,AF-Q3E782-F1-model_v3.pdb@@AF-P07255-F1-model_v3.pdb.txt,0.53504,0.051,Q3E782,P07255,pro_with_unknown_function
1960216,1960216,AF-P0C5Q3-F1-model_v3.pdb@@AF-P40573-F1-model_v3.pdb.txt,0.54049,0.125,P0C5Q3,P40573,pro_with_unknown_function
1960328,1960328,AF-P43537-F1-model_v3.pdb@@AF-P48836-F1-model_v3.pdb.txt,0.56117,0.049,P43537,P48836,pro_with_unknown_function
1960521,1960521,AF-P0C5Q3-F1-model_v3.pdb@@AF-P38305-F1-model_v3.pdb.txt,0.534555,0.091,P0C5Q3,P38305,pro_with_unknown_function
1961028,1961028,AF-P0C5R4-F1-model_v3.pdb@@AF-P36049-F1-model_v3.pdb.txt,0.501525,0.087,P0C5R4,P36049,pro_with_unknown_function
1963023,1963023,AF-P0C5P3-F1-model_v3.pdb@@AF-Q04964-F1-model_v3.pdb.txt,0.504,0.071,P0C5P3,Q04964,pro_with_unknown_function
1963073,1963073,AF-Q2V2P6-F1-model_v3.pdb@@AF-Q3E787-F1-model_v3.pdb.txt,0.557875,0.122,Q2V2P6,Q3E787,pro_with_unknown_function
1963213,1963213,AF-Q08504-F1-model_v3.pdb@@AF-Q9ZZW4-F1-model_v3.pdb.txt,0.56505,0.02,Q08504,Q9ZZW4,pro_with_unknown_function
1963403,1963403,AF-Q3E737-F1-model_v3.pdb@@AF-Q3E772-F1-model_v3.pdb.txt,0.524675,0.105,Q3E737,Q3E772,pro_with_unknown_function
1963472,1963472,AF-Q8TGT7-F1-model_v3.pdb@@AF-P31109-F1-model_v3.pdb.txt,0.5464100000000001,0.056,Q8TGT7,P31109,pro_with_unknown_function
1963993,1963993,AF-Q3E7B4-F1-model_v3.pdb@@AF-Q03435-F1-model_v3.pdb.txt,0.50164,0.091,Q3E7B4,Q03435,pro_with_unknown_function
1964060,1964060,AF-P0C5P3-F1-model_v3.pdb@@AF-Q12213-F1-model_v3.pdb.txt,0.503715,0.0,P0C5P3,Q12213,pro_with_unknown_function
1964086,1964086,AF-Q3E747-F1-model_v3.pdb@@AF-P0CX86-F1-model_v3.pdb.txt,0.5604100000000001,0.12,Q3E747,P0CX86,pro_with_unknown_function
1964250,1964250,AF-P53231-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.509725,0.08,P53231,P0CX87,pro_with_unknown_function
1964806,1964806,AF-P0C5P6-F1-model_v3.pdb@@AF-Q12133-F1-model_v3.pdb.txt,0.509915,0.054,P0C5P6,Q12133,pro_with_unknown_function
1965242,1965242,AF-Q3E744-F1-model_v3.pdb@@AF-Q12248-F1-model_v3.pdb.txt,0.5470550000000001,0.048,Q3E744,Q12248,pro_with_unknown_function
1965658,1965658,AF-Q8TGT0-F1-model_v3.pdb@@AF-P07255-F1-model_v3.pdb.txt,0.557835,0.087,Q8TGT0,P07255,pro_with_unknown_function
1965835,1965835,AF-Q3E778-F1-model_v3.pdb@@AF-P87275-F1-model_v3.pdb.txt,0.557295,0.059,Q3E778,P87275,pro_with_unknown_function
1966032,1966032,AF-Q3E778-F1-model_v3.pdb@@AF-P50945-F1-model_v3.pdb.txt,0.528235,0.0,Q3E778,P50945,pro_with_unknown_function
1966464,1966464,AF-P47086-F1-model_v3.pdb@@AF-P53047-F1-model_v3.pdb.txt,0.529945,0.072,P47086,P53047,pro_with_unknown_function
1966524,1966524,AF-P0C5K9-F1-model_v3.pdb@@AF-Q07541-F1-model_v3.pdb.txt,0.53531,0.037,P0C5K9,Q07541,pro_with_unknown_function
1966822,1966822,AF-Q3E782-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.6731450000000001,0.027,Q3E782,P32903,pro_with_unknown_function
1967140,1967140,AF-Q8TGS1-F1-model_v3.pdb@@AF-P46988-F1-model_v3.pdb.txt,0.5248999999999999,0.083,Q8TGS1,P46988,pro_with_unknown_function
1967325,1967325,AF-Q3E7A6-F1-model_v3.pdb@@AF-P53299-F1-model_v3.pdb.txt,0.540065,0.0,Q3E7A6,P53299,pro_with_unknown_function
1967504,1967504,AF-Q8TGS5-F1-model_v3.pdb@@AF-P53047-F1-model_v3.pdb.txt,0.5081,0.057,Q8TGS5,P53047,pro_with_unknown_function
1967798,1967798,AF-P0C5N1-F1-model_v3.pdb@@AF-Q08550-F1-model_v3.pdb.txt,0.531395,0.057,P0C5N1,Q08550,pro_with_unknown_function
1967818,1967818,AF-Q2V2P5-F1-model_v3.pdb@@AF-P32903-F1-model_v3.pdb.txt,0.604915,0.051,Q2V2P5,P32903,pro_with_unknown_function
1967918,1967918,AF-P0C5R4-F1-model_v3.pdb@@AF-P0CX83-F1-model_v3.pdb.txt,0.5919749999999999,0.109,P0C5R4,P0CX83,pro_with_unknown_function
1968050,1968050,AF-Q3E7A6-F1-model_v3.pdb@@AF-Q3E7B6-F1-model_v3.pdb.txt,0.507565,0.03,Q3E7A6,Q3E7B6,pro_with_unknown_function
1968054,1968054,AF-P0C5K9-F1-model_v3.pdb@@AF-P48363-F1-model_v3.pdb.txt,0.52383,0.074,P0C5K9,P48363,pro_with_unknown_function
1968454,1968454,AF-Q04597-F1-model_v3.pdb@@AF-P0CX87-F1-model_v3.pdb.txt,0.50625,0.08,Q04597,P0CX87,pro_with_unknown_function
1968568,1968568,AF-Q3E809-F1-model_v3.pdb@@AF-Q06104-F1-model_v3.pdb.txt,0.505225,0.115,Q3E809,Q06104,pro_with_unknown_function
1969027,1969027,AF-P0C5L4-F1-model_v3.pdb@@AF-Q05789-F1-model_v3.pdb.txt,0.525375,0.077,P0C5L4,Q05789,pro_with_unknown_function
1969642,1969642,AF-P0C5N1-F1-model_v3.pdb@@AF-P07390-F1-model_v3.pdb.txt,0.50002,0.075,P0C5N1,P07390,pro_with_unknown_function
1969842,1969842,AF-Q8TGJ0-F1-model_v3.pdb@@AF-Q9ZZW4-F1-model_v3.pdb.txt,0.561815,0.079,Q8TGJ0,Q9ZZW4,pro_with_unknown_function
1970087,1970087,AF-Q3E782-F1-model_v3.pdb@@AF-Q08416-F1-model_v3.pdb.txt,0.500985,0.093,Q3E782,Q08416,pro_with_unknown_function
1970230,1970230,AF-P53089-F1-model_v3.pdb@@AF-Q9ZZW4-F1-model_v3.pdb.txt,0.53087,0.0,P53089,Q9ZZW4,pro_with_unknown_function
1970478,1970478,AF-P47137-F1-model_v3.pdb@@AF-P25612-F1-model_v3.pdb.txt,0.747405,0.168,P47137,P25612,pro_with_unknown_function
1970617,1970617,AF-Q07530-F1-model_v3.pdb@@AF-P38286-F1-model_v3.pdb.txt,0.699185,0.174,Q07530,P38286,pro_with_unknown_function
1970762,1970762,AF-Q3E807-F1-model_v3.pdb@@AF-P0C289-F1-model_v3.pdb.txt,0.503305,0.043,Q3E807,P0C289,pro_with_unknown_function
1971024,1971024,AF-Q3E778-F1-model_v3.pdb@@AF-P53939-F1-model_v3.pdb.txt,0.504725,0.118,Q3E778,P53939,pro_with_unknown_function
1971272,1971272,AF-P0C5K9-F1-model_v3.pdb@@AF-Q06405-F1-model_v3.pdb.txt,0.57077,0.037,P0C5K9,Q06405,pro_with_unknown_function
1971505,1971505,AF-Q3E778-F1-model_v3.pdb@@AF-P41546-F1-model_v3.pdb.txt,0.5265449999999999,0.029,Q3E778,P41546,pro_with_unknown_function
1972291,1972291,AF-P0C5K9-F1-model_v3.pdb@@AF-P43594-F1-model_v3.pdb.txt,0.524095,0.074,P0C5K9,P43594,pro_with_unknown_function
1972555,1972555,AF-P53747-F1-model_v3.pdb@@AF-P53279-F1-model_v3.pdb.txt,0.6244350000000001,0.142,P53747,P53279,pro_with_unknown_function
1973448,1973448,AF-P0C5M0-F1-model_v3.pdb@@AF-P46988-F1-model_v3.pdb.txt,0.584665,0.07,P0C5M0,P46988,pro_with_unknown_function
1974081,1974081,AF-P0C5K9-F1-model_v3.pdb@@AF-P53279-F1-model_v3.pdb.txt,0.501735,0.074,P0C5K9,P53279,pro_with_unknown_function
1975199,1975199,AF-Q8TGU8-F1-model_v3.pdb@@AF-O13578-F1-model_v3.pdb.txt,0.522295,0.188,Q8TGU8,O13578,pro_with_unknown_function
1975463,1975463,AF-Q3E767-F1-model_v3.pdb@@AF-Q3E828-F1-model_v3.pdb.txt,0.6783,0.105,Q3E767,Q3E828,pro_with_unknown_function
1975542,1975542,AF-P0C5M8-F1-model_v3.pdb@@AF-P35727-F1-model_v3.pdb.txt,0.56637,0.103,P0C5M8,P35727,pro_with_unknown_function
1975844,1975844,AF-Q8TGT1-F1-model_v3.pdb@@AF-P38312-F1-model_v3.pdb.txt,0.51692,0.023,Q8TGT1,P38312,pro_with_unknown_function
1975861,1975861,AF-Q3E767-F1-model_v3.pdb@@AF-Q07915-F1-model_v3.pdb.txt,0.5499,0.087,Q3E767,Q07915,pro_with_unknown_function
1976513,1976513,AF-Q06089-F1-model_v3.pdb@@AF-P53173-F1-model_v3.pdb.txt,0.61231,0.086,Q06089,P53173,pro_with_unknown_function
1976655,1976655,AF-Q3E802-F1-model_v3.pdb@@AF-P62651-F1-model_v3.pdb.txt,0.548475,0.029,Q3E802,P62651,pro_with_unknown_function
1976767,1976767,AF-Q12251-F1-model_v3.pdb@@AF-Q03829-F1-model_v3.pdb.txt,0.70583,0.238,Q12251,Q03829,pro_with_unknown_function
1976875,1976875,AF-Q45U18-F1-model_v3.pdb@@AF-P07255-F1-model_v3.pdb.txt,0.540045,0.039,Q45U18,P07255,pro_with_unknown_function
1977193,1977193,AF-Q3E751-F1-model_v3.pdb@@AF-Q2V2P1-F1-model_v3.pdb.txt,0.511495,0.044,Q3E751,Q2V2P1,pro_with_unknown_function
1977718,1977718,AF-P0C5R4-F1-model_v3.pdb@@AF-Q04031-F1-model_v3.pdb.txt,0.544375,0.043,P0C5R4,Q04031,pro_with_unknown_function
1977851,1977851,AF-Q03675-F1-model_v3.pdb@@AF-P46988-F1-model_v3.pdb.txt,0.54515,0.049,Q03675,P46988,pro_with_unknown_function
1977860,1977860,AF-Q3E7Z5-F1-model_v3.pdb@@AF-P38236-F1-model_v3.pdb.txt,0.508705,0.103,Q3E7Z5,P38236,pro_with_unknown_function
1978508,1978508,AF-P0C5M8-F1-model_v3.pdb@@AF-Q07978-F1-model_v3.pdb.txt,0.52967,0.138,P0C5M8,Q07978,pro_with_unknown_function
1978650,1978650,AF-Q3E7Z3-F1-model_v3.pdb@@AF-Q12513-F1-model_v3.pdb.txt,0.51073,0.047,Q3E7Z3,Q12513,pro_with_unknown_function
1978816,1978816,AF-Q3E7Z7-F1-model_v3.pdb@@AF-P89114-F1-model_v3.pdb.txt,0.552935,0.108,Q3E7Z7,P89114,pro_with_unknown_function
1978900,1978900,AF-Q3E7Z9-F1-model_v3.pdb@@AF-Q3E835-F1-model_v3.pdb.txt,0.54957,0.129,Q3E7Z9,Q3E835,pro_with_unknown_function
1978994,1978994,AF-P43610-F1-model_v3.pdb@@AF-Q12099-F1-model_v3.pdb.txt,0.559855,0.142,P43610,Q12099,pro_with_unknown_function
1979208,1979208,AF-P0C5R4-F1-model_v3.pdb@@AF-P34730-F1-model_v3.pdb.txt,0.529765,0.109,P0C5R4,P34730,pro_with_unknown_function
1980344,1980344,AF-Q3E7B4-F1-model_v3.pdb@@AF-Q02888-F1-model_v3.pdb.txt,0.5729650000000001,0.063,Q3E7B4,Q02888,pro_with_unknown_function
1980546,1980546,AF-Q8TGT1-F1-model_v3.pdb@@AF-P47128-F1-model_v3.pdb.txt,0.57094,0.087,Q8TGT1,P47128,pro_with_unknown_function
1980714,1980714,AF-Q3E778-F1-model_v3.pdb@@AF-P28320-F1-model_v3.pdb.txt,0.52668,0.029,Q3E778,P28320,pro_with_unknown_function
1980882,1980882,AF-P0C5P6-F1-model_v3.pdb@@AF-Q99380-F1-model_v3.pdb.txt,0.839385,0.088,P0C5P6,Q99380,pro_with_unknown_function
1980969,1980969,AF-P38430-F1-model_v3.pdb@@AF-Q07729-F1-model_v3.pdb.txt,0.51267,0.125,P38430,Q07729,pro_with_unknown_function
1980986,1980986,AF-Q3E762-F1-model_v3.pdb@@AF-Q12248-F1-model_v3.pdb.txt,0.7361,0.045,Q3E762,Q12248,pro_with_unknown_function
1981107,1981107,AF-P47062-F1-model_v3.pdb@@AF-Q06410-F1-model_v3.pdb.txt,0.505965,0.054,P47062,Q06410,pro_with_unknown_function
1981124,1981124,AF-Q3E821-F1-model_v3.pdb@@AF-P00856-F1-model_v3.pdb.txt,0.690645,0.021,Q3E821,P00856,pro_with_unknown_function
1981505,1981505,AF-Q3E762-F1-model_v3.pdb@@AF-Q9ZZW2-F1-model_v3.pdb.txt,0.5499350000000001,0.018,Q3E762,Q9ZZW2,pro_with_unknown_function
1981987,1981987,AF-Q3E782-F1-model_v3.pdb@@AF-P36108-F1-model_v3.pdb.txt,0.5225299999999999,0.043,Q3E782,P36108,pro_with_unknown_function
1982149,1982149,AF-P25607-F1-model_v3.pdb@@AF-P40042-F1-model_v3.pdb.txt,0.517435,0.053,P25607,P40042,pro_with_unknown_function
1982232,1982232,AF-P54007-F1-model_v3.pdb@@AF-P07246-F1-model_v3.pdb.txt,0.7398100000000001,0.189,P54007,P07246,pro_with_unknown_function
1982274,1982274,AF-Q3E7Z9-F1-model_v3.pdb@@AF-P40060-F1-model_v3.pdb.txt,0.51143,0.097,Q3E7Z9,P40060,pro_with_unknown_function
1982986,1982986,AF-P0C5P6-F1-model_v3.pdb@@AF-P40063-F1-model_v3.pdb.txt,0.5094449999999999,0.0,P0C5P6,P40063,pro_with_unknown_function
1983121,1983121,AF-P0C5L4-F1-model_v3.pdb@@AF-P53846-F1-model_v3.pdb.txt,0.552835,0.059,P0C5L4,P53846,pro_with_unknown_function
1983804,1983804,AF-Q04408-F1-model_v3.pdb@@AF-P25370-F1-model_v3.pdb.txt,0.7226349999999999,0.425,Q04408,P25370,pro_with_unknown_function
1983807,1983807,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q06104-F1-model_v3.pdb.txt,0.512515,0.051,Q3E7A0,Q06104,pro_with_unknown_function
1984242,1984242,AF-P38831-F1-model_v3.pdb@@AF-P47155-F1-model_v3.pdb.txt,0.517385,0.099,P38831,P47155,pro_with_unknown_function
1984271,1984271,AF-P53750-F1-model_v3.pdb@@AF-Q12405-F1-model_v3.pdb.txt,0.66769,0.099,P53750,Q12405,pro_with_unknown_function
1984540,1984540,AF-P0C5R4-F1-model_v3.pdb@@AF-P25584-F1-model_v3.pdb.txt,0.58746,0.133,P0C5R4,P25584,pro_with_unknown_function
1984687,1984687,AF-Q3E7A0-F1-model_v3.pdb@@AF-Q03246-F1-model_v3.pdb.txt,0.5105350000000001,0.051,Q3E7A0,Q03246,pro_with_unknown_function
1985241,1985241,AF-P25351-F1-model_v3.pdb@@AF-P53048-F1-model_v3.pdb.txt,0.5728249999999999,0.106,P25351,P53048,pro_with_unknown_function
1985291,1985291,AF-Q08974-F1-model_v3.pdb@@AF-P69850-F1-model_v3.pdb.txt,0.529695,0.049,Q08974,P69850,pro_with_unknown_function
1985328,1985328,AF-P38318-F1-model_v3.pdb@@AF-P13181-F1-model_v3.pdb.txt,0.5838399999999999,0.085,P38318,P13181,pro_with_unknown_function
1985360,1985360,AF-Q3E843-F1-model_v3.pdb@@AF-P46988-F1-model_v3.pdb.txt,0.51591,0.105,Q3E843,P46988,pro_with_unknown_function
1985486,1985486,AF-P0C5R4-F1-model_v3.pdb@@AF-P0C5R9-F1-model_v3.pdb.txt,0.51938,0.077,P0C5R4,P0C5R9,pro_with_unknown_function
1985651,1985651,AF-Q3E809-F1-model_v3.pdb@@AF-P38312-F1-model_v3.pdb.txt,0.506865,0.022,Q3E809,P38312,pro_with_unknown_function
1985688,1985688,AF-P38834-F1-model_v3.pdb@@AF-P89113-F1-model_v3.pdb.txt,0.566035,0.115,P38834,P89113,pro_with_unknown_function
1986078,1986078,AF-P0C5L4-F1-model_v3.pdb@@AF-Q12343-F1-model_v3.pdb.txt,0.512775,0.058,P0C5L4,Q12343,pro_with_unknown_function
1986135,1986135,AF-Q8TGS5-F1-model_v3.pdb@@AF-P53895-F1-model_v3.pdb.txt,0.531635,0.114,Q8TGS5,P53895,pro_with_unknown_function
