,chemostat_0.5_mean,chemostat_0.35_mean,chemostat_0.2_mean,chemostat_0.12_mean,chemostat_0.5_uncertainty,chemostat_0.35_uncertainty,chemostat_0.2_uncertainty,chemostat_0.12_uncertainty
P0AD10,6.976719650708242e-07,5.054029578514165e-07,4.3573651113357445e-07,2.5552629030001886e-07,7.492996904860651e-08,4.2352767867948696e-08,7.215796624371993e-08,4.681241638296345e-08
P0ACB4,2.660455760136743e-07,2.840281085445977e-07,2.7203439645355755e-07,1.685946657649609e-07,2.306615144038556e-08,6.873480226779264e-09,3.835684989995161e-09,7.182132761587334e-08
P37751,1.823249402051754e-07,1.670753579674104e-07,1.2999873812824873e-07,1.132745410608331e-07,1.1231216316638803e-08,1.396749992607551e-08,2.436176352523381e-08,1.4680380521483972e-08
P64554,2.1953411167561936e-07,1.8378289376415147e-07,1.7333165083766498e-07,1.6069179080722835e-07,2.8363807228490026e-08,2.9203101819123668e-08,8.631916211715717e-09,9.705784164756592e-09
P0AE22,2.4372007313140796e-07,3.842733233250439e-07,4.718472717247546e-07,3.8460658127631706e-07,5.225358367937386e-08,1.882939284292715e-08,6.171762314159791e-08,5.246033768608965e-08
P20083,7.627880151441012e-08,6.474170121237153e-08,5.777721694588832e-08,5.795441635670531e-08,4.14193892223247e-09,3.599638587407856e-09,9.0016904001694e-09,1.1857473586581907e-08
P32680,1.5813897874938681e-07,1.5872159006903986e-07,1.2999873812824873e-07,1.4225174923918576e-07,2.0605508931045104e-08,1.587215900690399e-08,2.4153765544228605e-08,1.920398614729008e-09
P28249,8.74415529555433e-08,8.980300490748308e-08,1.251839700494247e-07,1.2644599932372066e-07,1.298507061389818e-08,3.2418884771601394e-09,7.648740570019849e-09,4.767014174504269e-09
P10902,4.6511464338054946e-08,3.5503513568074715e-08,2.648122443353215e-08,2.107433322062011e-08,1.3967392740717901e-08,6.4864919288872495e-09,8.826192103696264e-09,5.344450904749261e-09
P31802,3.2930116751342904e-07,3.8009643937585877e-07,3.6351498995121397e-07,3.266521649196117e-07,4.636560438589081e-08,3.105387909700765e-08,3.8714346429804287e-08,4.187680754269423e-08
Q5H772,1.4511576873473146e-07,2.735858986716346e-07,1.2036920197060068e-07,5.268583305155029e-08,3.8034842985373107e-08,7.009270723967275e-08,1.4925781044354484e-08,6.0430650510128165e-09
P39452,4.6511464338054946e-08,2.2972861720518934e-08,1.6851688275884094e-08,1.0537166610310056e-08,1.850226051367826e-08,3.9949806531982425e-09,2.7485103577966953e-09,3.1274310499400246e-09
P05637,7.069742579384352e-08,8.35376789837052e-08,1.0111012965530458e-07,1.0800595775567809e-07,1.710877704211013e-08,5.1292134895994985e-09,8.351696709528156e-09,1.2399083950351843e-08
P12295,1.1162751441133189e-07,1.336602863739283e-07,1.2036920197060068e-07,8.956591618763546e-08,2.5897583343429e-09,1.7723353973182894e-08,1.937944151726671e-08,3.4572443648427284e-09
P76272,5.953467435271034e-08,6.891858516155679e-08,7.462890522177242e-08,8.166304122990292e-08,4.340077760312584e-09,4.51416732808197e-09,1.2455564281513816e-08,4.303642272815885e-09
P76535,1.897667744992642e-07,2.7567434064622716e-07,2.1666456354708123e-07,2.3708624873197626e-07,5.370399718329177e-09,1.907666437271892e-08,1.878481765953194e-08,1.6951666784336308e-08
P27303,1.1720889013189847e-07,8.144923700911257e-08,4.3332912709416246e-08,4.214866644124022e-08,6.294117400082948e-09,9.97753153361629e-09,1.3979197640057683e-08,7.52353695976138e-09
P28903,1.1906934870542068e-07,1.3157184439933567e-07,1.1555443389177664e-07,1.0800595775567809e-07,1.5705247094244985e-08,1.2512482402376825e-08,8.146587589370254e-09,5.573107420192988e-09
P27830,2.7906878602832972e-08,2.714974566970419e-08,1.2036920197060068e-08,1.0537166610310056e-08,7.45671796267697e-09,4.1186164180941256e-09,4.052831030350125e-09,5.001992989914184e-09
P22524,5.693003234977926e-07,6.140019405302332e-07,5.39254024828291e-07,5.53201247041278e-07,4.543016581512385e-08,2.763008732386049e-08,3.958124542239656e-08,5.211155747128838e-08
P10441,5.3953298632143735e-08,5.429949133940838e-08,7.222152118236042e-08,8.166304122990292e-08,6.075141425979384e-09,9.991106406451143e-10,6.182162213210052e-09,7.659993267364896e-09
P20099,2.046504430874418e-08,1.8795977771333677e-08,1.925907231529611e-08,1.5805749915465082e-08,5.801840061528976e-09,4.486599894017348e-09,3.31833815992552e-09,1.7291490407518803e-09
P45395,1.9348769164630862e-07,1.6289847401822514e-07,1.612947306406049e-07,1.3698316593403074e-07,1.7452589786497037e-08,1.5442775336927746e-08,3.556548810625338e-08,1.8780392049555612e-08
P75791,7.069742579384352e-08,6.26532592377789e-08,6.259198502471235e-08,5.005154139897277e-08,4.107520438622308e-09,5.093709976031425e-09,1.2399472233395517e-08,8.468720804706193e-09
P33030,3.906963004396616e-08,4.3857281466445235e-08,2.4073840394120135e-08,2.3708624873197626e-08,5.618212800322334e-09,1.2104609684738881e-09,7.7349249186308e-09,5.4553545833227745e-09
P77569,1.3023210014655387e-07,2.2764017523059666e-07,2.118497954682572e-07,2.397205403845538e-07,6.667883527503558e-09,1.1382008761529835e-08,1.1736478668941446e-08,9.109380534613041e-09
P0AE85,1.823249402051754e-07,2.7567434064622716e-07,3.3703376551768186e-07,3.398236231824993e-07,3.0922309858797745e-08,1.5272358471800986e-08,2.032313606071622e-08,2.103508227499671e-08
P24188,3.162779574987736e-08,1.4619093822148411e-08,4.8147680788240276e-09,5.268583305155028e-09,5.1711446051049495e-09,1.5598573108232352e-09,2.1006833127909234e-09,6.706906547462352e-10
P18775,3.7209171470443963e-09,2.0884419745926298e-09,2.4073840394120138e-09,2.634291652577514e-09,1.5709712194821438e-09,2.3532564169709754e-09,1.0748969735974641e-09,5.189554555577701e-10
P39265,8.93020115290655e-08,1.2321807650096517e-07,1.4925781044354483e-07,1.9230329063815853e-07,7.84071661225195e-09,1.7977517361490817e-08,2.5075312154515537e-08,2.105721032487836e-08
P0AAH0,1.804644816316532e-07,1.3783717032311358e-07,1.2759135408883674e-07,1.3434887428145322e-07,1.8046448163165322e-08,2.1709354325890387e-08,2.9805340315152264e-08,1.0156774895677861e-08
P0ACE3,7.99997186614545e-08,4.594572344103787e-08,4.574029674882825e-08,4.478295809381773e-08,1.5879944154298724e-08,9.409684160724554e-09,3.1780358181085876e-08,9.359638241607907e-09
P37617,4.093008861748836e-08,2.08844197459263e-08,2.648122443353215e-08,2.3708624873197626e-08,1.4485158361729127e-08,1.5517123871223238e-09,3.49287350278289e-09,3.366624731994062e-09
P0AFB5,3.906963004396616e-08,3.759195554266735e-08,6.499936906412436e-08,8.693162453505795e-08,3.598312927049283e-09,1.1676061391552477e-08,1.5092853496689676e-08,9.292990662797695e-09
P77475,5.953467435271034e-08,4.17688394918526e-08,1.925907231529611e-08,2.6342916525775144e-08,1.791398351273054e-08,1.473186968877641e-08,5.3193557734847855e-09,2.658000277450712e-09
P0AD68,2.976733717635517e-08,2.08844197459263e-08,2.1666456354708123e-08,1.3171458262887572e-08,8.677178786907532e-09,2.746301196589309e-09,4.727620776597313e-09,1.9151300314238526e-09
P0A6A8,4.1199855110649075e-05,3.885337449532129e-05,3.8048704742906867e-05,4.1376818987035014e-05,2.0558727700213886e-06,4.89163984896095e-06,2.8574577261923065e-06,1.994362675175088e-06
P0ADZ4,4.70361136557882e-05,3.676910940467785e-05,3.355893350940347e-05,3.3313252238495246e-05,3.711149367441689e-06,2.6547296990177403e-06,1.7551322225418018e-06,2.5917710241549298e-06
P64581,2.1017600505080268e-05,2.4798160006312892e-05,3.2632090654229846e-05,4.208280914992578e-05,9.85725463688265e-07,1.5399657363920304e-06,4.995973079162589e-06,1.0815281951530926e-06
P77717,6.253001265608107e-06,7.230186116039685e-06,8.736396679026197e-06,1.1477608730280228e-05,1.6395369318424456e-06,8.379785708489997e-07,1.2091173003772256e-06,5.233789581007783e-07
P75694,1.0509730481826897e-05,2.0466731351007777e-05,2.930508591176244e-05,3.807605154635538e-05,2.835525283996897e-06,1.2013971303041564e-06,1.73193057738516e-06,3.030853703089889e-06
P0A7M6,5.8267702064141716e-05,4.952740142746423e-05,4.082923330842775e-05,3.801019425504095e-05,3.793227404375625e-06,4.165254460049741e-06,8.010695575113524e-06,7.716069433773312e-07
P0A9Y6,9.475315514948554e-05,8.621297315315837e-05,8.043551552483419e-05,6.892624108969065e-05,5.8841709347830525e-06,3.5174893046488606e-06,4.5767808333630665e-06,4.121789217163502e-06
P0ACF4,7.293927837493777e-05,0.00010395846461127194,0.00010358732783185954,9.13440630531253e-05,7.24287034263132e-06,1.690364634579282e-05,4.319591570588542e-06,5.325358875997205e-06
P25738,8.978573075818128e-06,1.1808050924346731e-05,1.6998538702288224e-05,1.9203986147290078e-05,1.7948167578560438e-06,2.5269228978102003e-07,1.5111700906334237e-06,1.5247965000948321e-06
P0AET2,5.786026163654035e-07,1.0296018934741665e-06,1.3649867503466119e-06,1.9546444062125157e-06,4.032281633450497e-07,6.692412307582084e-08,1.0019002747544129e-07,2.247841067144392e-07
P0A7L8,2.968547699912019e-05,1.9213666166252194e-05,1.8958149310369607e-05,1.6145573538647583e-05,4.2301804723746275e-06,3.7466649024191783e-07,1.0351149523461805e-06,2.760893075108737e-07
P0A7N9,2.7002695736101184e-05,2.1920286965324245e-05,1.9003889607118433e-05,1.60849848306383e-05,1.647164439902172e-06,1.402898365780752e-07,2.079025523018757e-06,2.1232179976442556e-07
P0A7N4,2.8732922209476826e-05,2.3102345122943675e-05,2.3327551341902416e-05,1.7910548945874515e-05,1.4050398960434168e-06,2.557429605109865e-06,3.221534840316723e-06,2.142101653926593e-06
P0AG63,2.746408946233469e-05,1.8163179853032104e-05,1.700335347036705e-05,1.3953842883703092e-05,5.443382531434735e-06,7.628535538273483e-07,1.4928944346982267e-06,6.111783183061954e-07
P68206,6.418582078651585e-07,8.332883478624593e-07,1.2494323164548349e-06,2.3313481125311003e-06,1.0134941102190848e-07,6.324658560276066e-08,1.189459565265003e-07,1.813788831549196e-07
P0AAA1,2.433479814167035e-06,1.8963053129301082e-06,1.7718346530072419e-06,1.4646661588330975e-06,1.0585637191626602e-07,1.8640681226102963e-07,1.7753783223132566e-07,4.467231784440948e-08
P77173,1.7767379377136989e-06,2.349497221416709e-06,2.323125598032593e-06,2.534188569779568e-06,2.3062058431523814e-07,2.466972082487544e-07,3.0014782726581107e-07,3.677107614750154e-07
P0AFX0,3.6837079755739527e-06,4.210299020778741e-06,4.01792396177865e-06,5.4371779709199885e-06,4.122069224667253e-07,4.976573442560473e-07,7.11574333630999e-07,3.9038937831205515e-07
P0AG59,1.2050190180703278e-05,8.351679456395929e-06,9.073430444543879e-06,6.348642882711809e-06,2.687192410296831e-07,1.6945557617027339e-06,3.340837089681057e-06,2.520411224436588e-07
P0A742,3.350685890913478e-06,3.5023171913918405e-06,4.610140435474006e-06,4.928759681972528e-06,4.818286311133583e-07,1.470973220384573e-07,4.7207838059253817e-07,3.509276893564441e-07
P0A7L3,1.0803682936443403e-05,7.986202110842217e-06,7.070486923753084e-06,7.036193004034539e-06,1.0868505034062063e-06,1.1084848529849e-06,5.663460025926219e-07,5.044950383892765e-07
P37128,3.1702214092818254e-06,2.637702213910492e-06,2.3351625182296534e-06,2.4762341534228632e-06,1.7309408894678768e-07,3.3657080249497874e-07,1.0134605329116693e-07,2.557949880485818e-07
P0A8R0,1.9125514135808193e-06,1.8879515450317375e-06,2.4218283436484857e-06,2.5710686529156537e-06,3.4043415161738585e-08,9.005528869801388e-08,9.106074572118304e-08,4.499370142602395e-08
P77454,7.255788436736573e-08,5.8476375288593645e-08,4.814768078824027e-08,9.7468791145368e-08,7.538764185769299e-09,1.4402731233580615e-08,4.9399520488734515e-09,3.199900413302432e-08
P0AB55,3.2465002107962354e-06,3.251704154440725e-06,3.201820772417978e-06,2.5447257363898784e-06,2.2822896481897535e-07,1.5770765149037517e-07,1.283930129739609e-07,5.7510801642411245e-08
P0ACX3,5.648352229213393e-06,5.782895827646993e-06,6.593824883949506e-06,6.11419092563241e-06,1.4403298184494148e-07,4.869198286878767e-07,1.223813898461028e-06,1.235066566977747e-07
P0AB14,4.857657335466459e-06,5.287935079668539e-06,5.934201657150614e-06,5.152674472441616e-06,8.763213833181493e-07,4.616367324550635e-07,2.99677183686106e-07,4.508590163386414e-07
P69222,4.9450988884220025e-06,4.214475904727928e-06,4.164774388182783e-06,3.0241668171589855e-06,3.2687103652469436e-07,5.563108194240864e-07,2.8945181997870345e-07,1.7388959198664171e-07
P0AEB7,2.5990606272105104e-06,2.3557625473404862e-06,2.2364597726137608e-06,2.41564544541358e-06,5.1981212544210214e-08,1.5618705688867426e-07,1.2524174726637062e-08,2.596818853819599e-07
P0AB38,1.0920891826575303e-06,9.794792860839436e-07,9.773979200012774e-07,9.035620368340874e-07,1.0265638316980783e-07,8.658596888982059e-08,2.491387298083256e-07,3.279930193707737e-08
P0ADZ0,2.7888274017097743e-06,2.220013818991966e-06,2.2027563960619923e-06,1.8387355734991047e-06,2.317515570820823e-07,2.80165743956786e-07,3.207213312666261e-07,1.66405569401669e-07
P0AF50,7.776716837322788e-07,8.061386021927552e-07,1.1290631144842343e-06,1.4198832007392802e-06,3.662833630379033e-08,8.109754338059116e-08,1.596495243880707e-07,8.888468836627892e-08
P0AB52,3.380453228089834e-06,4.141380435617186e-06,4.2634771337986766e-06,4.752262141249835e-06,8.12999001355605e-07,2.2611937178469835e-07,8.518427313329756e-07,4.761766665532334e-07
P0AAF6,7.553461808500123e-07,8.52084325633793e-07,8.786951743853849e-07,1.1353797022609086e-06,1.698773560731678e-07,7.668758930704137e-08,9.217512379302688e-08,5.154623848264524e-08
P0AB26,6.009281192476699e-07,7.2260092320905e-07,7.342521320206642e-07,6.82281538017576e-07,3.575522309523637e-08,9.126449660130301e-08,4.493623047966465e-08,8.821900286567258e-08
P0ADC1,3.9255675901318376e-07,4.0515774307097027e-07,4.886989600006387e-07,5.53201247041278e-07,4.070813590966715e-08,4.9064602685894506e-08,1.4074530048018398e-08,1.6596037411238338e-08
P10100,4.1488226189545016e-07,3.863617652996365e-07,3.1777469320238576e-07,2.8186920682579397e-07,6.716943820087337e-08,5.003384860630293e-08,4.3916462600569715e-08,2.5058172486813086e-08
P0A972,2.1518063861357743e-05,1.856416071215389e-05,1.6379841004159343e-05,1.4860039212189756e-05,9.81223712077913e-07,5.49499157079755e-07,1.4119422945585357e-06,1.6999884858745082e-06
P63417,1.0939496412310524e-06,1.213384787238318e-06,1.6057251542878132e-06,2.0310388641372635e-06,9.265753461227015e-08,6.358136285128787e-08,1.6233881309849788e-07,2.2788256055620095e-07
P0A9T4,2.9209199604298513e-07,2.735858986716346e-07,3.298116133994459e-07,3.477264981402318e-07,2.6667999238724537e-08,1.4582128399198122e-08,1.840348802768908e-08,1.81513232029201e-08
P0AER0,1.6930173019052004e-07,2.589668048494861e-07,2.9851562088708966e-07,3.0821212335156913e-07,3.992134797892462e-08,2.0225307458744868e-08,7.701703018886914e-08,5.529325492927151e-08
P0A8I5,4.967424391304268e-07,5.095798418006018e-07,4.814768078824027e-07,4.926125390319952e-07,6.060257757391206e-08,1.2026084266494199e-08,6.292901879023004e-08,9.113331972091912e-09
P10908,4.037195104543169e-07,4.886954220546754e-07,6.283272342865355e-07,6.50670038186646e-07,1.2394188970947528e-08,2.311529346318615e-08,5.3596313084641464e-08,7.307024528836034e-08
P0ADS2,9.339502039081435e-07,7.936079503451993e-07,6.716601469959518e-07,9.167334950969747e-07,1.1459569001952917e-07,5.920315309575187e-08,6.380771396461542e-09,5.518735640483787e-08
P0AGG2,3.1627795749877363e-07,3.132662961888945e-07,3.803666782270981e-07,4.214866644124023e-07,3.38101136566189e-08,4.291748257787855e-09,4.8801044816536686e-08,3.392967648519838e-08
P0AB65,5.488352791890483e-07,7.246893651836424e-07,1.0833228177354062e-06,1.4488604089176327e-06,1.0532149007637837e-07,6.804833139074405e-08,3.8761290418572824e-07,1.0055091237888371e-07
P0A6Z6,1.2260421999511285e-06,1.1778812736702431e-06,1.220543707981891e-06,9.404421199701726e-07,2.992769010080705e-07,1.151967885649498e-07,3.0660057944505106e-07,2.1498506862518146e-07
P37774,5.525561963360928e-07,4.845185381054902e-07,5.224023365524069e-07,5.637384136515879e-07,8.636453348733131e-08,4.631997224288486e-08,5.3807440664897916e-08,6.291320696351723e-08
P39176,1.5255760302882024e-07,2.0257887153548514e-07,2.864787006900296e-07,2.9240637343610405e-07,2.1937783315544348e-08,1.6489920142988487e-08,1.8592467674782923e-08,1.3947784012902159e-08
P0A8G9,1.373018427259382e-06,1.2280038810604664e-06,1.3746162865042596e-06,1.296071493068137e-06,2.7474098729460236e-07,9.541590155839822e-08,3.0805150980560465e-07,1.469745073139267e-07
P0AA91,8.372063580849892e-08,9.397988885666836e-08,2.3833101990178935e-07,5.031497056423052e-07,7.64369404931595e-09,1.645587853880263e-08,9.080411858258175e-09,7.06925336427439e-08
P32662,8.725550709819109e-07,7.685466466500878e-07,7.583259724147842e-07,6.322299966186034e-07,9.955853359903603e-08,4.519054282302517e-08,1.1518971520980573e-07,2.8260680848851568e-08
P0A8K5,3.514406245383432e-06,4.151822645490149e-06,4.446438320793989e-06,4.604741808705495e-06,1.8731785287893692e-07,2.146492307718407e-07,7.41221268076358e-07,2.38065151510074e-07
P0AC84,4.576728090864607e-07,6.912742935901607e-07,7.246225958630162e-07,8.614133703928472e-07,4.462309888592992e-08,4.1822094762204714e-08,1.3195377470665525e-07,9.217123063203463e-09
P0AAN5,4.893006048363381e-07,6.641245479204562e-07,8.401770297547928e-07,1.0062994112846104e-06,1.604905983863189e-07,7.272163799728996e-08,5.713203802332591e-08,7.366111690603346e-08
P0AGF2,2.586037417195855e-07,2.0884419745926302e-07,2.4796055605943737e-07,2.502577069948638e-07,1.673166208925718e-08,3.0971594483208696e-08,4.636862398311479e-09,2.8854713616507796e-08
P07762,1.3209255872007608e-07,1.253065184755578e-07,1.5166519448295687e-07,1.5805749915465086e-07,8.638853340292974e-09,7.104879597564128e-09,1.730499869050538e-08,1.757599390599717e-08
P0ABU9,5.17207483439171e-07,4.594572344103786e-07,4.3332912709416247e-07,4.2675524771755725e-07,5.6944543926652735e-08,2.301880744395997e-08,2.8556389475505304e-08,3.196396805404504e-08
P63228,5.227888591597377e-07,5.179336096989722e-07,5.10365416355347e-07,4.5046387259075486e-07,3.121049489183634e-08,1.6366702066487525e-08,4.8229531845580274e-08,6.13982258341199e-08
P0AEM0,1.9013886621396862e-06,1.938074152421961e-06,2.0679428898549194e-06,1.4752033254434075e-06,2.3139900018239983e-07,2.9148635252426286e-07,2.719344900159219e-07,6.29911819964335e-08
P08179,4.2604501333658336e-07,4.2395372084230383e-07,3.7795929418768615e-07,3.556293730979644e-07,3.4424437077595935e-08,2.8235317808097443e-08,3.518801028887358e-08,1.7674779842968827e-08
P75915,6.288349978505029e-07,5.513486812924543e-07,4.3332912709416247e-07,3.556293730979644e-07,5.9550674296442616e-08,2.1998812383568934e-08,6.512936780225261e-08,1.9666304332317432e-08
P23894,7.851135180263675e-07,6.954511775393459e-07,5.512909450253511e-07,5.663727053041655e-07,9.656896271724322e-08,4.2978882771931564e-08,5.005721780830188e-08,3.732396127954451e-08
P0A8W0,1.3953439301416483e-07,1.1277586662800201e-07,1.3962827428589678e-07,1.2117741601856564e-07,1.4148787451636316e-08,2.6761713150824886e-08,1.3055243645731347e-08,1.8879441415692524e-08
