Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
P67762	YHBP_ECOLI	UPF0306 protein YhbP	yhbP b3154 JW3123	Escherichia coli (strain K12)	147	"16,776"		yhbP		b3154 JW3123
P45423	YHCG_ECOLI	Putative nuclease YhcG (EC 3.1.-.-)	yhcG b3220 JW3189	Escherichia coli (strain K12)	375	"43,293"		yhcG		b3220 JW3189
P11864	YHAC_ECOLI	Uncharacterized protein YhaC (ORF B') (ORFX)	yhaC b3121 JW3092	Escherichia coli (strain K12)	395	"45,251"		yhaC		b3121 JW3092
P0ACY9	YEBG_ECOLI	Uncharacterized protein YebG	yebG b1848 JW1837	Escherichia coli (strain K12)	96	"10,717"		yebG		b1848 JW1837
P0ADM6	YIDX_ECOLI	Uncharacterized protein YidX	yidX b3696 JW5858	Escherichia coli (strain K12)	218	"24,170"		yidX		b3696 JW5858
P76220	YDJY_ECOLI	Uncharacterized protein YdjY	ydjY b1751 JW5283	Escherichia coli (strain K12)	225	"24,125"		ydjY		b1751 JW5283
P76466	YFAT_ECOLI	Uncharacterized protein YfaT	yfaT b2229 JW2223	Escherichia coli (strain K12)	207	"23,767"		yfaT		b2229 JW2223
P77286	YDEU_ECOLI	Uncharacterized protein YdeU	ydeU b1509 JW1502	Escherichia coli (strain K12)	466	"50,539"		ydeU		b1509 JW1502
P33344	YEHE_ECOLI	Uncharacterized protein YehE	yehE b2112 JW2099	Escherichia coli (strain K12)	93	"10,137"		yehE		b2112 JW2099
P76117	YNCG_ECOLI	Uncharacterized GST-like protein YncG	yncG b1454 JW1449	Escherichia coli (strain K12)	205	"23,321"		yncG		b1454 JW1449
P0DSF1	YNAN_ECOLI	Protein YnaN	ynaN b4773	Escherichia coli (strain K12)	15	"1,992"		ynaN		b4773
P46879	YQGD_ECOLI	Protein YqgD	yqgD b2941 JW2908	Escherichia coli (strain K12)	83	"9,519"		yqgD		b2941 JW2908
P39385	YJIN_ECOLI	Uncharacterized protein YjiN	yjiN b4336 JW4299	Escherichia coli (strain K12)	426	"48,242"		yjiN		b4336 JW4299
P30864	YAFC_ECOLI	Uncharacterized HTH-type transcriptional regulator YafC	yafC b0208 JW0198	Escherichia coli (strain K12)	304	"33,776"		yafC		b0208 JW0198
P0AGI8	TRKA_ECOLI	Trk system potassium uptake protein TrkA (K(+)-uptake protein TrkA)	trkA b3290 JW3251	Escherichia coli (strain K12)	458	"50,368"		trkA		b3290 JW3251
P23839	YICC_ECOLI	UPF0701 protein YicC	yicC b3644 JW3619	Escherichia coli (strain K12)	287	"33,175"		yicC		b3644 JW3619
P0A8F4	URK_ECOLI	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	udk b2066 JW2051	Escherichia coli (strain K12)	213	"24,353"		udk		b2066 JW2051
P0AFP0	YADS_ECOLI	UPF0126 inner membrane protein YadS	yadS b0157 JW0153	Escherichia coli (strain K12)	207	"22,128"		yadS		b0157 JW0153
P0AGG2	TESB_ECOLI	Acyl-CoA thioesterase 2 (EC 3.1.2.20) (Thioesterase II) (TEII)	tesB b0452 JW0442	Escherichia coli (strain K12)	286	"31,966"		tesB		b0452 JW0442
P64599	UBIT_ECOLI	Ubiquinone biosynthesis accessory factor UbiT	ubiT yhbT b3157 JW3126	Escherichia coli (strain K12)	174	"19,672"	yhbT	ubiT		b3157 JW3126
P45562	XAPB_ECOLI	Xanthosine permease (Xanthosine transporter)	xapB b2406 JW2397	Escherichia coli (strain K12)	418	"46,140"		xapB		b2406 JW2397
Q46800	XDHB_ECOLI	Putative xanthine dehydrogenase FAD-binding subunit XdhB (EC 1.17.1.4)	xdhB ygeT b2867 JW2835	Escherichia coli (strain K12)	292	"31,557"	ygeT	xdhB		b2867 JW2835
P77698	YBCK_ECOLI	Uncharacterized protein YbcK	ybcK b0544 JW0532	Escherichia coli (strain K12)	508	"57,527"		ybcK		b0544 JW0532
P75683	YAGG_ECOLI	Putative glycoside/cation symporter YagG	yagG b0270 JW0263	Escherichia coli (strain K12)	460	"50,632"		yagG		b0270 JW0263
P45425	NANK_ECOLI	N-acetylmannosamine kinase (EC 2.7.1.60) (ManNAc kinase) (N-acetyl-D-mannosamine kinase)	nanK yhcI b3222 JW5538	Escherichia coli (strain K12)	291	"29,644"	yhcI	nanK		b3222 JW5538
P16682	PHND_ECOLI	Phosphonates-binding periplasmic protein	phnD psiD b4105 JW4066	Escherichia coli (strain K12)	338	"37,371"	psiD	phnD		b4105 JW4066
P31452	PTXC_ECOLI	Phosphotransferase IIC component GlvC (PTS system EIIC component)	glvC ptiC b3683 JW3660	Escherichia coli (strain K12)	368	"39,692"	ptiC	glvC		b3683 JW3660
P0AG80	UGPB_ECOLI	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB b3453 JW3418	Escherichia coli (strain K12)	438	"48,449"		ugpB		b3453 JW3418
P36881	YADI_ECOLI	Putative phosphotransferase enzyme IIA component YadI (Putative PTS system EIIA component)	yadI b0129 JW0125	Escherichia coli (strain K12)	146	"16,540"		yadI		b0129 JW0125
Q2EEP9	YAFF_ECOLI	Putative uncharacterized protein YafF	yafF b4503 JW0208	Escherichia coli (strain K12)	62	"6,953"		yafF		b4503 JW0208
P30136	THIC_ECOLI	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC b3994 JW3958	Escherichia coli (strain K12)	631	"70,850"		thiC		b3994 JW3958
P77699	TFAD_ECOLI	Protein TfaD (Tail fiber assembly protein homolog from lambdoid prophage DLP12)	tfaD ybcX b0561	Escherichia coli (strain K12)	187	"21,203"	ybcX	tfaD		b0561
P16525	TUS_ECOLI	DNA replication terminus site-binding protein (Ter-binding protein)	tus tau b1610 JW1602	Escherichia coli (strain K12)	309	"35,783"	tau	tus		b1610 JW1602
Q47149	YAFQ_ECOLI	mRNA interferase toxin YafQ (EC 3.1.-.-) (Endoribonuclease YafQ) (Toxin YafQ)	yafQ b0225 JW0215	Escherichia coli (strain K12)	92	"10,847"		yafQ		b0225 JW0215
P36879	YADG_ECOLI	Uncharacterized ABC transporter ATP-binding protein YadG	yadG b0127 JW0123	Escherichia coli (strain K12)	308	"34,647"		yadG		b0127 JW0123
P77368	YBCL_ECOLI	UPF0098 protein YbcL	ybcL b0545 JW0533	Escherichia coli (strain K12)	183	"19,476"		ybcL		b0545 JW0533
P76549	YFFR_ECOLI	Uncharacterized protein YffR	yffR b2449	Escherichia coli (strain K12)	130	"14,554"		yffR		b2449
P42640	YHBX_ECOLI	Putative transferase YhbX (EC 2.-.-.-)	yhbX b3173 JW5534	Escherichia coli (strain K12)	541	"60,753"		yhbX		b3173 JW5534
P33011	YEEA_ECOLI	Inner membrane protein YeeA	yeeA b2008 JW1990	Escherichia coli (strain K12)	352	"39,955"		yeeA		b2008 JW1990
Q46811	YGFK_ECOLI	Putative oxidoreductase YgfK (Putative oxidoreductase Fe-S subunit)	ygfK b2878 JW5923	Escherichia coli (strain K12)	1032	"115,582"		ygfK		b2878 JW5923
P33348	YEHL_ECOLI	Uncharacterized protein YehL	yehL b2119 JW5349	Escherichia coli (strain K12)	362	"39,682"		yehL		b2119 JW5349
A5A613	YCIY_ECOLI	Uncharacterized protein YciY	yciY b4595	Escherichia coli (strain K12)	57	"7,102"		yciY		b4595
P0AD21	YEJG_ECOLI	Uncharacterized protein YejG	yejG b2181 JW2169	Escherichia coli (strain K12)	114	"12,525"		yejG		b2181 JW2169
P37348	YECE_ECOLI	UPF0759 protein YecE	yecE b1868 JW1857	Escherichia coli (strain K12)	272	"31,479"		yecE		b1868 JW1857
P76091	YNBB_ECOLI	Uncharacterized protein YnbB	ynbB b1409 JW1406	Escherichia coli (strain K12)	298	"33,054"		ynbB		b1409 JW1406
P75978	YMFN_ECOLI	Protein YmfN	ymfN b1149 JW1135	Escherichia coli (strain K12)	455	"50,871"		ymfN		b1149 JW1135
P0DPP1	YNFP_ECOLI	Protein YnfP	ynfP ydfJ_1 b4534	Escherichia coli (strain K12)	36	"4,039"	ydfJ_1	ynfP		b4534
P39410	YJJJ_ECOLI	Toxin YjjJ (Putative DNA-binding transcriptional regulator YjjJ) (Putative serine/threonine kinase toxin YjjJ) (EC 2.-.-.-)	yjjJ b4385 JW4348	Escherichia coli (strain K12)	443	"49,757"		yjjJ		b4385 JW4348
P76193	YNHG_ECOLI	"Probable L,D-transpeptidase YnhG (EC 2.-.-.-)"	ynhG b1678 JW1668	Escherichia coli (strain K12)	334	"36,082"		ynhG		b1678 JW1668
P76422	THID_ECOLI	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	thiD thiJ b2103 JW2090	Escherichia coli (strain K12)	266	"28,634"	thiJ	thiD		b2103 JW2090
P0ADP2	YIGI_ECOLI	Uncharacterized protein YigI	yigI b3820 JW5588	Escherichia coli (strain K12)	155	"17,163"		yigI		b3820 JW5588
P07021	YFIB_ECOLI	Putative lipoprotein YfiB	yfiB b2605 JW2586	Escherichia coli (strain K12)	160	"17,245"		yfiB		b2605 JW2586
P37645	YHJG_ECOLI	AsmA family protein YhjG	yhjG yhjF b3524 JW3492	Escherichia coli (strain K12)	686	"74,457"	yhjF	yhjG		b3524 JW3492
P76544	YFFM_ECOLI	Uncharacterized protein YffM	yffM b2444	Escherichia coli (strain K12)	81	"9,206"		yffM		b2444
P52131	YFJP_ECOLI	Uncharacterized protein YfjP	yfjP b2632 JW5419	Escherichia coli (strain K12)	287	"32,094"		yfjP		b2632 JW5419
P76308	YECR_ECOLI	Uncharacterized protein YecR	yecR b1904 JW1892	Escherichia coli (strain K12)	107	"11,741"		yecR		b1904 JW1892
P64455	YDCY_ECOLI	Uncharacterized protein YdcY	ydcY b1446 JW1441	Escherichia coli (strain K12)	77	"8,800"		ydcY		b1446 JW1441
P0ABU2	YCHF_ECOLI	Ribosome-binding ATPase YchF	ychF engD gtp1 b1203 JW1194	Escherichia coli (strain K12)	363	"39,667"	engD gtp1	ychF		b1203 JW1194
P25907	YDBD_ECOLI	Uncharacterized protein YdbD	ydbD b1407 JW5221	Escherichia coli (strain K12)	768	"86,716"		ydbD		b1407 JW5221
P0ACW8	YDFA_ECOLI	Uncharacterized protein YdfA	ydfA b1571 JW1563	Escherichia coli (strain K12)	51	"5,792"		ydfA		b1571 JW1563
P0ADW8	YHEV_ECOLI	Uncharacterized protein YheV	yheV b4551 JW3312	Escherichia coli (strain K12)	66	"7,599"		yheV		b4551 JW3312
P76481	YFBK_ECOLI	Uncharacterized protein YfbK	yfbK b2270 JW2265	Escherichia coli (strain K12)	575	"63,634"		yfbK		b2270 JW2265
P76154	YDFK_ECOLI	Cold shock protein YdfK	ydfK b1544 JW1537	Escherichia coli (strain K12)	77	"8,778"		ydfK		b1544 JW1537
P64474	YDHL_ECOLI	Uncharacterized protein YdhL	ydhL b1648 JW5827	Escherichia coli (strain K12)	79	"9,359"		ydhL		b1648 JW5827
P33343	YEHD_ECOLI	Uncharacterized fimbrial-like protein YehD	yehD b2111 JW2098	Escherichia coli (strain K12)	180	"19,061"		yehD		b2111 JW2098
P77318	YDEN_ECOLI	Uncharacterized sulfatase YdeN (EC 3.1.6.-)	ydeN b1498 JW5243	Escherichia coli (strain K12)	560	"62,802"		ydeN		b1498 JW5243
P76235	YEAH_ECOLI	UPF0229 protein YeaH	yeaH b1784 JW1773	Escherichia coli (strain K12)	427	"49,392"		yeaH		b1784 JW1773
P76417	YEGT_ECOLI	Putative nucleoside transporter YegT	yegT b2098 JW2085	Escherichia coli (strain K12)	425	"47,359"		yegT		b2098 JW2085
P76049	YCJY_ECOLI	Uncharacterized protein YcjY	ycjY b1327 JW5804	Escherichia coli (strain K12)	306	"33,659"		ycjY		b1327 JW5804
P39173	YEAD_ECOLI	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase) (Unknown protein from 2D-page spots T26/PR37)	yeaD yzzQ b1780 JW1769	Escherichia coli (strain K12)	294	"32,666"	yzzQ	yeaD		b1780 JW1769
P0ACY1	YDJA_ECOLI	Putative NAD(P)H nitroreductase YdjA (EC 1.-.-.-)	ydjA b1765 JW1754	Escherichia coli (strain K12)	183	"20,059"		ydjA		b1765 JW1754
P0AFQ2	YBHS_ECOLI	Probable multidrug ABC transporter permease YbhS	ybhS b0793 JW0777	Escherichia coli (strain K12)	377	"42,060"		ybhS		b0793 JW0777
P76206	YDIY_ECOLI	Uncharacterized protein YdiY	ydiY b1722 JW1711	Escherichia coli (strain K12)	252	"27,607"		ydiY		b1722 JW1711
P75783	YBIO_ECOLI	Moderate conductance mechanosensitive channel YbiO	ybiO b0808 JW5108	Escherichia coli (strain K12)	741	"81,904"		ybiO		b0808 JW5108
Q9Z3A0	YJGW_ECOLI	Putative uncharacterized protein YjgW	yjgW b4274 JW4233	Escherichia coli (strain K12)	111	"13,085"		yjgW		b4274 JW4233
P75788	YBIR_ECOLI	Inner membrane protein YbiR	ybiR b0818 JW0802	Escherichia coli (strain K12)	372	"41,169"		ybiR		b0818 JW0802
P75777	YBHG_ECOLI	UPF0194 membrane protein YbhG	ybhG b0795 JW0779	Escherichia coli (strain K12)	332	"36,416"		ybhG		b0795 JW0779
P77721	YDJF_ECOLI	Uncharacterized HTH-type transcriptional regulator YdjF	ydjF b1770 JW1759	Escherichia coli (strain K12)	252	"28,261"		ydjF		b1770 JW1759
Q47710	YQJK_ECOLI	Uncharacterized protein YqjK	yqjK b3100 JW3071	Escherichia coli (strain K12)	99	"11,811"		yqjK		b3100 JW3071
P0A8Z7	YQIA_ECOLI	Esterase YqiA (EC 3.1.-.-)	yqiA yzzI b3031 JW2999	Escherichia coli (strain K12)	193	"21,642"	yzzI	yqiA		b3031 JW2999
P75682	YAGE_ECOLI	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE (KDG aldolase YagE) (EC 4.1.2.51) (Putative 2-dehydro-3-deoxy-D-pentonate aldolase YagE) (EC 4.1.2.28)	yagE b0268 JW0261	Escherichia coli (strain K12)	302	"32,530"		yagE		b0268 JW0261
P0DV22	YTIE_ECOLI	Protein YtiE	ytiE b4823	Escherichia coli (strain K12)	11	"1,393"		ytiE		b4823
P0ADU7	YQIB_ECOLI	Uncharacterized protein YqiB	yqiB yzzH b3033 JW3001	Escherichia coli (strain K12)	140	"16,548"	yzzH	yqiB		b3033 JW3001
P77306	YQIK_ECOLI	Flotillin family inner membrane protein YqiK	yqiK b3051 JW3023	Escherichia coli (strain K12)	553	"60,700"		yqiK		b3051 JW3023
P0DSG5	YQIM_ECOLI	Protein YqiM	yqiM b4787	Escherichia coli (strain K12)	27	"3,305"		yqiM		b4787
P0DPP6	YQHI_ECOLI	Protein YqhI	yqhI b4755	Escherichia coli (strain K12)	47	"5,465"		yqhI		b4755
P0AAS0	YLAC_ECOLI	Inner membrane protein YlaC	ylaC b0458 JW5063	Escherichia coli (strain K12)	156	"18,267"		ylaC		b0458 JW5063
P56256	YSAA_ECOLI	Putative electron transport protein YsaA	ysaA b3573 JW3545	Escherichia coli (strain K12)	157	"17,459"		ysaA		b3573 JW3545
P76585	YPHG_ECOLI	Uncharacterized protein YphG	yphG b2549 JW5405	Escherichia coli (strain K12)	1093	"123,832"		yphG		b2549 JW5405
P33941	YOJI_ECOLI	ABC transporter ATP-binding/permease protein YojI	yojI yojJ b2211 JW2199	Escherichia coli (strain K12)	547	"61,553"	yojJ	yojI		b2211 JW2199
Q9JMR2	YUBN_ECOLI	Uncharacterized protein YubN	yubN ygdA ECOK12F067	Escherichia coli (strain K12)	105	"11,389"	ygdA	yubN		ECOK12F067
P75976	YMFL_ECOLI	Uncharacterized protein YmfL	ymfL b1147 JW1133	Escherichia coli (strain K12)	185	"20,212"		ymfL		b1147 JW1133
P78067	YNJE_ECOLI	Thiosulfate sulfurtransferase YnjE (EC 2.8.1.1)	ynjE b1757 JW5287	Escherichia coli (strain K12)	435	"48,229"		ynjE		b1757 JW5287
P0A8P8	XERD_ECOLI	Tyrosine recombinase XerD	xerD xprB b2894 JW2862	Escherichia coli (strain K12)	298	"34,246"	xprB	xerD		b2894 JW2862
P37388	XYLG_ECOLI	Xylose import ATP-binding protein XylG (EC 7.5.2.10)	xylG b3567 JW3539	Escherichia coli (strain K12)	513	"56,470"		xylG		b3567 JW3539
P77717	YBAY_ECOLI	Uncharacterized lipoprotein YbaY	ybaY b0453 JW0443	Escherichia coli (strain K12)	190	"19,431"		ybaY		b0453 JW0443
P33024	PSUT_ECOLI	Putative pseudouridine transporter	psuT pscT yeiM b2164 JW2151	Escherichia coli (strain K12)	416	"43,432"	pscT yeiM	psuT		b2164 JW2151
P77219	YAHC_ECOLI	Uncharacterized protein YahC	yahC b0317 JW0309	Escherichia coli (strain K12)	165	"17,311"		yahC		b0317 JW0309
P27240	RFAY_ECOLI	Lipopolysaccharide core heptose(II) kinase RfaY (EC 2.7.1.-)	rfaY waaY b3625 JW3600	Escherichia coli (strain K12)	232	"27,461"	waaY	rfaY		b3625 JW3600
P0A7I7	RIBA_ECOLI	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	ribA b1277 JW1269	Escherichia coli (strain K12)	196	"21,836"		ribA		b1277 JW1269
P09835	UHPB_ECOLI	Signal transduction histidine-protein kinase/phosphatase UhpB (EC 2.7.13.3) (EC 3.1.3.-)	uhpB b3668 JW3643	Escherichia coli (strain K12)	500	"56,306"		uhpB		b3668 JW3643
P11866	TDCR_ECOLI	Threonine dehydratase operon activator protein	tdcR b3119 JW5525	Escherichia coli (strain K12)	72	"8,608"		tdcR		b3119 JW5525
P16685	PHNG_ECOLI	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG (RPnTP synthase subunit PhnG) (EC 2.7.8.37)	phnG b4101 JW4062	Escherichia coli (strain K12)	150	"16,540"		phnG		b4101 JW4062
P77743	PRPR_ECOLI	Propionate catabolism operon regulatory protein	prpR yahP b0330 JW0322	Escherichia coli (strain K12)	528	"58,649"	yahP	prpR		b0330 JW0322
P69829	PTSN_ECOLI	Nitrogen regulatory protein (Enzyme IIA-NTR) (PTS system EIIA component) (Phosphotransferase enzyme IIA component)	ptsN rpoP yhbI b3204 JW3171	Escherichia coli (strain K12)	163	"17,960"	rpoP yhbI	ptsN		b3204 JW3171
P0AG59	RS14_ECOLI	30S ribosomal protein S14 (Small ribosomal subunit protein uS14)	rpsN b3307 JW3269	Escherichia coli (strain K12)	101	"11,580"		rpsN		b3307 JW3269
P11868	TDCD_ECOLI	Propionate kinase (EC 2.7.2.15)	tdcD yhaA b3115 JW5806	Escherichia coli (strain K12)	402	"43,384"	yhaA	tdcD		b3115 JW5806
P17993	UBIG_ECOLI	Ubiquinone biosynthesis O-methyltransferase (2-octaprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone-8 3-O-methyltransferase) (EC 2.1.1.64)	ubiG pufX yfaB b2232 JW2226	Escherichia coli (strain K12)	240	"26,555"	pufX yfaB	ubiG		b2232 JW2226
P62522	LPID_ECOLI	ilv operon leader peptide (ilvGMEDA operon attenuator peptide)	ilvL b3766 JW3739	Escherichia coli (strain K12)	32	"3,231"		ilvL		b3766 JW3739
P76159	LYSQ_ECOLI	Probable prophage lysozyme (EC 3.2.1.17) (Endolysin) (Lysis protein) (Muramidase) (Probable lysozyme from lambdoid prophage Qin)	rrrQ arrQ ydfQ b1554 JW1546	Escherichia coli (strain K12)	177	"19,663"	arrQ ydfQ	rrrQ		b1554 JW1546
P0ACE0	MBHM_ECOLI	Hydrogenase-2 large chain (HYD2) (EC 1.12.99.6) (Membrane-bound hydrogenase 2 large subunit) (NiFe hydrogenase)	hybC b2994 JW2962	Escherichia coli (strain K12)	567	"62,491"		hybC		b2994 JW2962
P31992	PPTA_ECOLI	Tautomerase PptA (EC 5.3.2.-)	pptA ydcE b1461 JW1456	Escherichia coli (strain K12)	77	"8,673"	ydcE	pptA		b1461 JW1456
P09323	PTW3C_ECOLI	PTS system N-acetylglucosamine-specific EIICBA component (EIICBA-Nag) (EII-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system N-acetylglucosamine-specific EIIB component); N-acetylglucosamine-specific phosphotransferase enzyme IIA component (PTS system N-acetylglucosamine-specific EIIA component)]	nagE pstN b0679 JW0665	Escherichia coli (strain K12)	648	"68,347"	pstN	nagE		b0679 JW0665
P07023	TYRA_ECOLI	T-protein [Includes: Chorismate mutase (CM) (EC 5.4.99.5); Prephenate dehydrogenase (PDH) (EC 1.3.1.12)]	tyrA b2600 JW2581	Escherichia coli (strain K12)	373	"42,043"		tyrA		b2600 JW2581
P77427	YBEU_ECOLI	Uncharacterized protein YbeU	ybeU b0648 JW0643	Escherichia coli (strain K12)	235	"27,022"		ybeU		b0648 JW0643
P05055	PNP_ECOLI	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp b3164 JW5851	Escherichia coli (strain K12)	711	"77,101"		pnp		b3164 JW5851
P45577	PROQ_ECOLI	RNA chaperone ProQ	proQ yebJ yobE yoeC b1831 JW5300	Escherichia coli (strain K12)	232	"25,893"	yebJ yobE yoeC	proQ		b1831 JW5300
P07102	PPA_ECOLI	Phytase AppA (EC 3.1.3.-) (6-phytase) (Histidine acid phosphatase phytase) (HAP phytase) (Myo-inositol hexakisphosphate phosphohydrolase) (Phosphoanhydride phosphatase) (EC 3.6.1.-) (pH 2.5 acid phosphatase) (Acid phosphatase) (EC 3.1.3.-)	appA b0980 JW0963	Escherichia coli (strain K12)	432	"47,057"		appA		b0980 JW0963
P07395	SYFB_ECOLI	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT b1713 JW1703	Escherichia coli (strain K12)	795	"87,378"		pheT		b1713 JW1703
P0AGG4	THIO2_ECOLI	Thioredoxin 2 (Trx-2) (EC 1.8.1.8) (Protein-disulfide reductase)	trxC yfiG b2582 JW2566	Escherichia coli (strain K12)	139	"15,555"	yfiG	trxC		b2582 JW2566
P75684	YAGP_ECOLI	Putative LysR family substrate binding domain-containing protein YagP	yagP b4695 JW0276	Escherichia coli (strain K12)	136	"15,411"		yagP		b4695 JW0276
P77316	YBDR_ECOLI	Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR (EC 1.-.-.-)	ybdR b0608 JW0601	Escherichia coli (strain K12)	412	"44,176"		ybdR		b0608 JW0601
P77627	YBER_ECOLI	Uncharacterized protein YbeR	ybeR b0645 JW0640	Escherichia coli (strain K12)	235	"27,736"		ybeR		b0645 JW0640
P42632	TDCE_ECOLI	PFL-like enzyme TdcE (Keto-acid formate acetyltransferase) (Keto-acid formate-lyase) (Ketobutyrate formate-lyase) (KFL) (EC 2.3.1.-) (Pyruvate formate-lyase) (PFL) (EC 2.3.1.54)	tdcE yhaS b3114 JW5522	Escherichia coli (strain K12)	764	"85,936"	yhaS	tdcE		b3114 JW5522
P0AAQ0	YAIZ_ECOLI	Uncharacterized protein YaiZ	yaiZ b0380 JW5053	Escherichia coli (strain K12)	70	"8,097"		yaiZ		b0380 JW5053
P39221	YABQ_ECOLI	Protein YabQ	yabQ b0057 b4659 JW0056	Escherichia coli (strain K12)	52	"5,737"		yabQ		b0057 b4659 JW0056
P31827	YDDB_ECOLI	Uncharacterized protein YddB (CDS103)	yddB b1495 JW1490	Escherichia coli (strain K12)	790	"89,283"		yddB		b1495 JW1490
Q46905	YGCO_ECOLI	Ferredoxin-like protein YgcO	ygcO b2767 JW2737	Escherichia coli (strain K12)	86	"9,662"		ygcO		b2767 JW2737
P0ADW6	YHCC_ECOLI	Protein YhcC	yhcC b3211 JW3178	Escherichia coli (strain K12)	309	"34,607"		yhcC		b3211 JW3178
P32685	YJBD_ECOLI	Uncharacterized protein YjbD	yjbD b4023 JW3983	Escherichia coli (strain K12)	90	"10,532"		yjbD		b4023 JW3983
P64463	YDFZ_ECOLI	Putative selenoprotein YdfZ	ydfZ b1541 JW1534	Escherichia coli (strain K12)	67	"7,276"		ydfZ		b1541 JW1534
P33913	YEJA_ECOLI	Uncharacterized protein YejA	yejA b2177 JW2165	Escherichia coli (strain K12)	604	"69,669"		yejA		b2177 JW2165
P0ACU7	YJDC_ECOLI	HTH-type transcriptional regulator YjdC	yjdC cutA3 b4135 JW5733	Escherichia coli (strain K12)	191	"21,931"	cutA3	yjdC		b4135 JW5733
P0A9U8	YDIO_ECOLI	Probable acyl-CoA dehydrogenase YdiO (EC 1.3.-.-)	ydiO b1695 JW5275	Escherichia coli (strain K12)	383	"43,002"		ydiO		b1695 JW5275
P75749	YBGP_ECOLI	Uncharacterized fimbrial chaperone YbgP	ybgP b0717 JW0707	Escherichia coli (strain K12)	242	"26,954"		ybgP		b0717 JW0707
Q9JMR9	YUAV_ECOLI	Uncharacterized protein YuaV	yuaV ydjA ECOK12F036	Escherichia coli (strain K12)	76	"8,172"	ydjA	yuaV		ECOK12F036
P0AEB5	YNAI_ECOLI	Low conductance mechanosensitive channel YnaI	ynaI b1330 JW1323	Escherichia coli (strain K12)	343	"38,755"		ynaI		b1330 JW1323
P76092	YNBC_ECOLI	Uncharacterized protein YnbC	ynbC b1410 JW1407	Escherichia coli (strain K12)	585	"65,456"		ynbC		b1410 JW1407
P0ADS2	ZAPA_ECOLI	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA ygfE b2910 JW2878	Escherichia coli (strain K12)	109	"12,594"	ygfE	zapA		b2910 JW2878
Q9JMS6	YUAN_ECOLI	Uncharacterized protein YuaN	yuaN ycbA ECOK12F025	Escherichia coli (strain K12)	77	"9,271"	ycbA	yuaN		ECOK12F025
P76909	YNJD_ECOLI	Uncharacterized ABC transporter ATP-binding protein YnjD	ynjD b1756 JW5286	Escherichia coli (strain K12)	217	"24,017"		ynjD		b1756 JW5286
P64570	YQGC_ECOLI	Protein YqgC	yqgC b2940 JW2907	Escherichia coli (strain K12)	71	"8,114"		yqgC		b2940 JW2907
P75973	YMFJ_ECOLI	Uncharacterized protein YmfJ	ymfJ b1144 JW1130	Escherichia coli (strain K12)	102	"11,458"		ymfJ		b1144 JW1130
P58034	YMGF_ECOLI	Inner membrane protein YmgF	ymgF b4520 JW1156	Escherichia coli (strain K12)	72	"8,255"		ymgF		b4520 JW1156
P0ADC8	YJIX_ECOLI	Uncharacterized protein YjiX	yjiX b4353 JW4316	Escherichia coli (strain K12)	67	"7,729"		yjiX		b4353 JW4316
P39172	ZNUA_ECOLI	High-affinity zinc uptake system protein ZnuA	znuA yebL yzzP b1857 JW5831	Escherichia coli (strain K12)	310	"33,777"	yebL yzzP	znuA		b1857 JW5831
