Entry	Entry name	Protein names	Gene names	Organism	Length	Mass	Gene names  (synonym )	Gene names  (primary )	Gene names  (ORF )	Gene names  (ordered locus )
O14014	RGA3_SCHPO	Probable Rho-type GTPase-activating protein 3	rga3 SPAC29A4.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	969	"108,649"		rga3	SPAC29A4.11	
O43052	RGA1_SCHPO	Rho-type GTPase-activating protein 1	rga1 SPBC3F6.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1150	"130,602"		rga1	SPBC3F6.05	
O74884	RL24B_SCHPO	60S ribosomal protein L24-B	rpl2402 rpl24 rpl24b SPCC330.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	149	"16,912"	rpl24 rpl24b	rpl2402	SPCC330.14c	
O14013	RRN5_SCHPO	RNA polymerase I-specific transcription initiation factor rrn5	rrn5 SPAC29A4.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	556	"64,026"		rrn5	SPAC29A4.10	
Q9C0X8	RRP12_SCHPO	Putative ribosomal RNA-processing protein 12	rrp12 SPAPB8E5.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1163	"130,530"		rrp12	SPAPB8E5.07c	
O74536	SNF1_SCHPO	SNF1-like protein kinase ssp2 (EC 2.7.11.1)	ssp2 SPCC74.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	576	"65,996"		ssp2	SPCC74.03c	
O14062	RS12A_SCHPO	40S ribosomal protein S12-A	rps1201 rps12 rps12a SPCC962.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	145	"15,616"	rps12 rps12a	rps1201	SPCC962.04	
O14308	SWC4_SCHPO	SWR1-complex protein 4	swc4 SPAC9G1.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	437	"50,384"		swc4	SPAC9G1.13c	
O14335	SCR1_SCHPO	DNA-binding protein scr1	scr1 SPBC1D7.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	565	"59,713"		scr1	SPBC1D7.02c	
Q10440	SDHF2_SCHPO	"Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)"	emi5 SPAC12B10.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	139	"16,764"		emi5	SPAC12B10.06c	
P87130	TIM17_SCHPO	Mitochondrial import inner membrane translocase subunit tim17 (Mitochondrial protein import protein 2)	tim17 SPAC3A12.16c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	164	"16,901"		tim17	SPAC3A12.16c	
O74454	STS5_SCHPO	Protein sts5	sts5 SPCC16C4.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1066	"117,604"		sts5	SPCC16C4.09	
P36622	STE4_SCHPO	Sexual differentiation protein ste4	ste4 SPAC1565.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	264	"30,736"		ste4	SPAC1565.04c	
O42874	STU1_SCHPO	Protein peg1	peg1 SPAC3G9.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1462	"164,095"		peg1	SPAC3G9.12	
O43017	SWD3_SCHPO	Set1 complex component swd3 (Set1C component swd3) (COMPASS component swd3) (Complex proteins associated with set1 protein swd3)	swd3 SPBC354.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	380	"42,980"		swd3	SPBC354.03	
O94445	SUV3_SCHPO	"ATP-dependent RNA helicase suv3, mitochondrial (EC 3.6.4.13)"	suv3 SPAC637.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	647	"73,120"		suv3	SPAC637.11	
Q9UT18	THI9_SCHPO	Thiamine transporter thi9	thi9 SPAC9.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	591	"65,070"		thi9	SPAC9.10	
O14200	PXA1_SCHPO	PXA domain protein 1	pxa1 SPAC5D6.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	495	"56,508"		pxa1	SPAC5D6.07c	
P0CT71	RL2B_SCHPO	60S ribosomal protein L2-B (K37) (K5) (KD4)	rpl802 rpk37 rpk5b rpl2b rpl8-2 SPBC24E9.04 SPBC2F12.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	253	"27,100"	rpk37 rpk5b rpl2b rpl8-2	rpl802	SPBC24E9.04 SPBC2F12.07c	
Q10204	RRN9_SCHPO	RNA polymerase I-specific transcription initiation factor RRN9 homolog (Accumulation of condensin at rDNA protein 1)	acr1 SPBC17D1.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	250	"28,714"		acr1	SPBC17D1.04	
Q92398	SPM1_SCHPO	Mitogen-activated protein kinase spm1 (MAP kinase spm1) (EC 2.7.11.24) (MAP kinase pmk1)	spm1 pmk1 SPBC119.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	422	"48,262"	pmk1	spm1	SPBC119.08	
P0CT58	RS22A_SCHPO	40S ribosomal protein S22-A	rps2201 rps22a SPAC22A12.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	130	"14,760"	rps22a	rps2201	SPAC22A12.04c	
O74172	RS25B_SCHPO	40S ribosomal protein S25-B (S31-B)	rps2501 rps25b SPBC3D6.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	88	"9,820"	rps25b	rps2501	SPBC3D6.15	
Q9UUE6	SYKC_SCHPO	"Lysine--tRNA ligase, cytoplasmic (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)"	krs1 SPBC17G9.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	591	"67,494"		krs1	SPBC17G9.03c	
Q9USL3	SYIM_SCHPO	"Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)"	ism1 SPCC18B5.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	973	"111,255"		ism1	SPCC18B5.08c	
O14115	TGL4_SCHPO	Triacylglycerol lipase ptl2 (EC 3.1.1.3)	ptl2 SPAC1786.01c SPAC31G5.20c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	630	"72,522"		ptl2	SPAC1786.01c SPAC31G5.20c	
Q09832	TYW2_SCHPO	tRNA wybutosine-synthesizing protein 2 (tRNA-yW-synthesizing protein 2) (EC 2.5.1.114) (tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase)	trm12 tyw2 SPAC4G8.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	418	"47,979"	tyw2	trm12	SPAC4G8.06c	
O74552	VPS35_SCHPO	Vacuolar protein sorting-associated protein 35	vps35 SPCC777.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	836	"96,408"		vps35	SPCC777.13	
O13686	WDR59_SCHPO	"Uncharacterized RWD, RING finger and WD repeat-containing protein C11E3.05"	SPAC11E3.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1323	"149,063"			SPAC11E3.05	
O74396	VPS91_SCHPO	Vacuolar protein sorting-associated protein 9a (Vacuolar protein-targeting protein 9a)	vps901 vps9a SPBC4F6.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	572	"65,554"	vps9a	vps901	SPBC4F6.10	
G2TRN9	YAOB_SCHPO	Uncharacterized transcriptional regulatory protein C11D3.11c	SPAC11D3.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	357	"40,772"			SPAC11D3.11c	
Q09784	YA95_SCHPO	Uncharacterized protein C13G6.05c	SPAC13G6.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	253	"28,499"			SPAC13G6.05c	
O14351	YB45_SCHPO	Uncharacterized oxidoreductase C30D10.05c (EC 1.-.-.-)	SPBC30D10.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	247	"26,645"			SPBC30D10.05c	
Q9P6I6	YHG3_SCHPO	Uncharacterized protein C1198.03c	SPBC1198.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	249	"28,279"			SPBC1198.03c	
O14269	YFPE_SCHPO	Uncharacterized protein C7D4.14c	SPAC7D4.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	551	"62,591"			SPAC7D4.14c	
O94450	YFF4_SCHPO	UPF0616 protein C1687.04	SPAC1687.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	501	"56,600"			SPAC1687.04	
O13912	YDW6_SCHPO	Uncharacterized protein C23C11.06c	SPAC23C11.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	535	"60,124"			SPAC23C11.06c	
O13690	YDYB_SCHPO	PH and SEC7 domain-containing protein C11E3.11c	SPAC11E3.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	942	"105,909"			SPAC11E3.11c	
O14155	YE72_SCHPO	UPF0047 protein C4A8.02c	SPAC4A8.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	142	"15,880"			SPAC4A8.02c	
O13732	YDOC_SCHPO	Uncharacterized protein C15A10.12c	SPAC15A10.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	148	"17,135"			SPAC15A10.12c	
O94564	YGD6_SCHPO	Zinc-type alcohol dehydrogenase-like protein C1773.06c (EC 1.-.-.-)	SPBC1773.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	346	"37,321"			SPBC1773.06c	
Q96WV4	YHU5_SCHPO	UPF0641 membrane protein PJ4664.05	SPBPJ4664.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	223	"25,210"			SPBPJ4664.05	
O13991	YEG9_SCHPO	Uncharacterized oxidoreductase C26H5.09c (EC 1.-.-.-)	SPAC26H5.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	369	"41,433"			SPAC26H5.09c	
Q9UUM6	YGF2_SCHPO	Uncharacterized protein C405.02c	SPBC405.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	447	"49,530"			SPBC405.02c	
O14075	YEAA_SCHPO	Putative 2-hydroxyacid dehydrogenase UNK4.10 (EC 1.-.-.-)	SPAC2E11.10 SPACUNK4.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	334	"36,701"			SPAC2E11.10 SPACUNK4.10	
O74506	YJD3_SCHPO	Uncharacterized protein C594.03	SPCC594.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	108	"12,256"			SPCC594.03	
Q92342	YDI4_SCHPO	Uncharacterized protein C1F8.04c	SPAC1F8.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	463	"50,370"			SPAC1F8.04c	
O42889	YBN5_SCHPO	Uncharacterized protein C8E4.05c	SPBC8E4.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	447	"49,942"			SPBC8E4.05c	
Q92350	YDH5_SCHPO	Probable nudix hydrolase C6G9.05 (EC 3.6.1.-)	SPAC6G9.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	285	"32,772"			SPAC6G9.05	
O74437	YJE6_SCHPO	Uncharacterized membrane protein C1682.06	SPCC1682.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	238	"26,698"			SPCC1682.06	
Q9C109	YIOG_SCHPO	Uncharacterized protein P27G11.16	SPAP27G11.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	104	"11,954"			SPAP27G11.16	
Q9URY3	YLOH_SCHPO	TBC domain-containing protein C1952.17c	SPAC1952.17c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	619	"71,879"			SPAC1952.17c	
Q9USP2	YND1_SCHPO	Golgi apyrase (EC 3.6.1.5) (ATP-diphosphatase) (ATP-diphosphohydrolase) (Adenosine diphosphatase) (ADPase) (Golgi nucleoside diphosphatase)	ynd1 SPCC11E10.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	572	"64,680"		ynd1	SPCC11E10.05c	
Q9UUF3	YNF3_SCHPO	Probable tyrosine-protein phosphatase C17A3.03c (EC 3.1.3.48)	pi043 SPBC17A3.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	287	"32,291"			pi043 SPBC17A3.03c	
O74380	YNV5_SCHPO	Uncharacterized membrane protein C3H7.05c	SPBC3H7.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	357	"41,737"			SPBC3H7.05c	
O94583	YQ7B_SCHPO	Uncharacterized protein C1442.11c	SPCC1442.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	182	"21,621"			SPCC1442.11c	
O94405	YQFD_SCHPO	Uncharacterized protein C126.13c	SPCC126.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	145	"16,849"			SPCC126.13c	
Q9P7J0	YJNG_SCHPO	Uncharacterized protein C24B10.16c	SPCC24B10.16c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	124	"13,498"			SPCC24B10.16c	
Q9UTK6	YKR3_SCHPO	G-patch domain-containing protein C1486.03	SPAC1486.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	797	"91,669"			SPAC1486.03c	
Q7LKZ6	YJMD_SCHPO	Probable phospholipase C1020.13c (EC 3.1.1.-)	SPCC1020.13c SPCC14G10.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	669	"77,443"			SPCC1020.13c SPCC14G10.05	
Q9P7Z8	YOUD_SCHPO	Uncharacterized protein C26H8.13c	SPBC26H8.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	124	"14,087"			SPBC26H8.13c	
Q9Y7I8	ZUO1_SCHPO	Zuotin (DnaJ-related protein zuo1) (J protein zuo1) (Ribosome-associated complex subunit zuo1)	zuo1 SPBC1778.01c SPBC30D10.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	442	"50,209"		zuo1	SPBC1778.01c SPBC30D10.01	
Q09815	PPK5_SCHPO	Serine/threonine-protein kinase ppk5 (EC 2.7.11.1) (Meiotically up-regulated gene 189 protein)	ppk5 mug189 SPAC16C9.07 SPAC2G11.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	836	"94,232"	mug189	ppk5	SPAC16C9.07 SPAC2G11.01	
O14215	PRI1_SCHPO	DNA primase small subunit (EC 2.7.7.102) (DNA primase 1)	spp1 pri1 SPAC6B12.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	454	"52,009"	pri1	spp1	SPAC6B12.10c	
Q9Y7T7	PRP28_SCHPO	Pre-mRNA-splicing ATP-dependent RNA helicase prp28 (EC 3.6.4.13)	prp28 SPCC63.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	662	"74,224"		prp28	SPCC63.11	
Q10062	PPOX_SCHPO	Protoporphyrinogen oxidase (PPO) (EC 1.3.3.4)	hem14 SPAC1F5.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	490	"53,462"		hem14	SPAC1F5.07c	
O14189	PP2C5_SCHPO	Protein phosphatase 2C homolog C10F6.17c (EC 3.1.3.16) (Pyruvate dehydrogenase (Lipoamide) phosphatase C10F6.17c)	SPAC10F6.17c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	444	"49,741"			SPAC10F6.17c	
P36614	PPE1_SCHPO	Serine/threonine-protein phosphatase ppe1 (EC 3.1.3.16) (Phosphatase esp1)	ppe1 esp1 ppx1 SPCC1739.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	305	"35,259"	esp1 ppx1	ppe1	SPCC1739.12	
Q9UUN5	PRA1_SCHPO	PRA1-like protein	SPCC306.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	171	"18,840"			SPCC306.02c	
Q9UTD7	RRP15_SCHPO	Ribosomal RNA-processing protein 15	rrp15 SPAC227.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	205	"23,412"		rrp15	SPAC227.02c	
Q9UTQ6	RS15B_SCHPO	40S ribosomal protein S15-B	rps1502 rps15b SPAC1071.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	154	"17,634"	rps15b	rps1502	SPAC1071.07c	
P0CT67	RS18B_SCHPO	40S ribosomal protein S18-B	rps1802 rps18b SPCC1259.01c SPCC825.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	152	"17,435"	rps18b	rps1802	SPCC1259.01c SPCC825.06c	
O14112	RS10A_SCHPO	40S ribosomal protein S10-A	rps1001 rps10 rps10a SPAC31G5.17c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	144	"16,276"	rps10 rps10a	rps1001	SPAC31G5.17c	
Q10101	RS7_SCHPO	40S ribosomal protein S7	rps7 SPAC18G6.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	195	"21,947"		rps7	SPAC18G6.14c	
Q9C0Z7	RS6B_SCHPO	40S ribosomal protein S6-B	rps602 rps6b SPAPB1E7.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	239	"27,475"	rps6b	rps602	SPAPB1E7.12	
P0CT75	RS23A_SCHPO	40S ribosomal protein S23-A	rps23 rps23a SPAC23C11.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	143	"15,655"	rps23a	rps23	SPAC23C11.02c	
Q7LL15	SUS1_SCHPO	Transcription and mRNA export factor sus1	sus1 SPBC6B1.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	108	"12,313"		sus1	SPBC6B1.12c	
O14330	YB7F_SCHPO	Uncharacterized protein C16E9.15	SPBC16E9.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	75	"8,302"			SPBC16E9.15	
Q09834	YAD8_SCHPO	Uncharacterized mitochondrial carrier C4G8.08	SPAC4G8.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	271	"30,002"			SPAC4G8.08	
O74763	YBE8_SCHPO	Uncharacterized WD repeat-containing protein C17D11.08	SPBC17D11.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	435	"47,743"			SPBC17D11.08	
Q10141	YAS5_SCHPO	Uncharacterized protein C3H8.05c	SPAC3H8.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1073	"120,605"			SPAC3H8.05c	
Q9Y7X7	YGRB_SCHPO	GRIP and coiled-coil domain-containing protein C365.11	SPBC365.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	266	"30,580"			SPBC365.11	
Q09797	YAA3_SCHPO	Uncharacterized protein C22G7.03	SPAC22G7.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	236	"26,869"			SPAC22G7.03	
Q9P3B0	YIL3_SCHPO	Uncharacterized protein C1565.03	SPAC1565.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	166	"18,985"			SPAC1565.03	
O74782	YGBA_SCHPO	Universal stress protein A family protein C25B2.10	SPBC25B2.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	307	"34,082"			SPBC25B2.10	
O13760	YF2A_SCHPO	Uncharacterized membrane protein C17A2.10c	SPAC17A2.10c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	230	"26,593"			SPAC17A2.10c	
Q10348	YDA6_SCHPO	Putative endonuclease C1F12.06c (EC 3.1.-.-)	SPAC1F12.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	252	"28,762"			SPAC1F12.06c	
O13727	YDO7_SCHPO	Uncharacterized protein C15A10.07	SPAC15A10.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	162	"18,151"			SPAC15A10.07	
Q10446	YDED_SCHPO	Uncharacterized protein C12B10.13	SPAC12B10.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	240	"27,034"			SPAC12B10.13	
O14165	YDX1_SCHPO	Uncharacterized protein C4C5.01	SPAC4C5.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	249	"27,383"			SPAC4C5.01	
O43015	YBOH_SCHPO	Probable secreted beta-glucosidase C2G2.17c (EC 3.2.1.-)	SPBC2G2.17c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	319	"34,350"			SPBC2G2.17c	
Q10483	YDFB_SCHPO	Uncharacterized protein C17C9.11c	SPAC17C9.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	240	"27,602"			SPAC17C9.11c	
Q9P6K4	YLF7_SCHPO	Uncharacterized protein C30C2.07	SPAC30C2.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	842	"93,380"			SPAC30C2.07	
O74363	YND2_SCHPO	G-patch and R3H domain-containing protein C30B4.02c	SPBC30B4.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	695	"79,052"			SPBC30B4.02c	
Q9C0U9	YQD3_SCHPO	Uncharacterized transporter PB1C11.03	SPCPB1C11.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	570	"64,329"			SPCPB1C11.03	
B5BP49	YP55_SCHPO	Uncharacterized transporter C460.05	SPBC460.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	530	"59,473"			SPBC460.05	
Q9UTI9	YKZ2_SCHPO	UPF0591 membrane protein C15E1.02c	SPAC15E1.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	148	"15,941"			SPAC15E1.02c	
O74992	YJZI_SCHPO	Uncharacterized membrane protein C338.18	SPCC338.18	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	117	"13,300"			SPCC338.18	
O94404	NIF3_SCHPO	Protein NIF3 homolog	SPCC126.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	278	"29,850"			SPCC126.12	
O74869	NIC1_SCHPO	High-affinity nickel transport protein nic1	nic1 SPCC1884.02 SPCC757.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	408	"45,627"		nic1	SPCC1884.02 SPCC757.01	
O13691	NDUV2_SCHPO	"NADH-ubiquinone oxidoreductase 24 kDa subunit homolog C11E3.12, mitochondrial (EC 1.6.-.-)"	SPAC11E3.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	162	"18,501"			SPAC11E3.12	
Q10295	PAP_SCHPO	Poly(A) polymerase pla1 (PAP) (EC 2.7.7.19) (Polynucleotide adenylyltransferase)	pla1 SPBC646.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	566	"64,109"		pla1	SPBC646.04	
Q9UTD4	PFD4_SCHPO	Probable prefoldin subunit 4	SPAC227.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	123	"14,189"			SPAC227.05	
Q7Z9I1	PFL4_SCHPO	Putative cell agglutination protein pfl4 (Adhesin pfl4) (Pombe flocculin 4)	pfl4 SPCC188.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	609	"62,878"		pfl4	SPCC188.09c	
O74653	POB1_SCHPO	Protein pob1 (BOI protein homolog)	pob1 SPBC1289.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	871	"93,773"		pob1	SPBC1289.04c	
Q9UTL5	TF3A_SCHPO	Transcription factor IIIA (TFIIIA)	sfc2 SPAC144.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	374	"43,851"		sfc2	SPAC144.09c	
P87303	TFB2_SCHPO	General transcription and DNA repair factor IIH subunit tfb2 (TFIIH subunit tfb2) (RNA polymerase II transcription factor B subunit 2)	tfb2 SPBC13G1.13 SPBC31F10.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	447	"51,192"		tfb2	SPBC13G1.13 SPBC31F10.01	
P0CT37	TF24_SCHPO	Transposon Tf2-4 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-4 SPAC26A3.13c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1333	"154,932"		Tf2-4	SPAC26A3.13c	
Q9P3W5	TEL2_SCHPO	DNA replication checkpoint protein tel2	tel2 SPAC458.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	868	"99,050"		tel2	SPAC458.03	
P07669	TPIS_SCHPO	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpi1 tpi SPCC24B10.21	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	249	"27,227"	tpi	tpi1	SPCC24B10.21	
O14399	UBL1_SCHPO	Ubiquitin-like protein 1	ubl1 ned8 SPBC12D12.08c SPBC24C6.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	78	"8,661"	ned8	ubl1	SPBC12D12.08c SPBC24C6.01c	
O74420	WTF13_SCHPO	Meiotic driver wtf13	wtf13 wtf12 SPCC162.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	388	"42,607"	wtf12	wtf13	SPCC162.04c	
P14068	XPO1_SCHPO	Exportin-1 (Caffeine resistance protein 2) (Chromosome region maintenance protein 1)	xpo1 caf2 crm1 SPAC1805.17 SPAC1B2.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1078	"123,567"	caf2 crm1	xpo1	SPAC1805.17 SPAC1B2.01	
Q10079	YANE_SCHPO	Uncharacterized protein C3H1.14	SPAC3H1.14 SPAC9G1.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	195	"22,652"			SPAC3H1.14 SPAC9G1.01	
Q09735	YA55_SCHPO	Putative aminopeptidase C13A11.05 (EC 3.4.11.-)	SPAC13A11.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	513	"56,195"			SPAC13A11.05	
C6Y4B8	YA8O_SCHPO	Uncharacterized protein C22F3.15	SPAC22F3.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	123	"14,179"			SPAC22F3.15	
Q10298	YD44_SCHPO	Putative serine/threonine-protein phosphatase C22H10.04 (EC 3.1.3.16)	SPAC22H10.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	307	"35,178"			SPAC22H10.04	
Q10260	YD2C_SCHPO	Uncharacterized protein C56F8.12	SPAC56F8.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	394	"44,586"			SPAC56F8.12	
O14219	YDTE_SCHPO	Uncharacterized protein C6B12.14c	SPAC6B12.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	154	"17,397"			SPAC6B12.14c	
