DBID	Systematic_name	Organism	Standard_name	Gene_name	Abundance_median	Abundance_SD	Molecular_weight
S000003652	YJL116C	S. cerevisiae	NCA3	Nuclear Control of ATPase	1628	605	35388.7
S000003653	YJL117W	S. cerevisiae	PHO86	PHOsphate metabolism	7752	3842	34895.1
S000003654	YJL118W	S. cerevisiae			1476	315	25623
S000003655	YJL119C	S. cerevisiae					12429.4
S000003656	YJL120W	S. cerevisiae					12809.1
S000003657	YJL121C	S. cerevisiae	RPE1	Ribulose 5-Phosphate Epimerase	7209	4463	25961.4
S000003658	YJL122W	S. cerevisiae	ALB1	Arx1 Little Brother	5163	1811	19301.4
S000003659	YJL123C	S. cerevisiae	MTC1	Maintenance of Telomere Capping	6073	2671	53431.5
S000003660	YJL124C	S. cerevisiae	LSM1	Like SM	5002	1016	20304.2
S000003661	YJL125C	S. cerevisiae	GCD14	General Control Nonderepressible	2413	1202	43920.2
S000003662	YJL126W	S. cerevisiae	NIT2	NITrilase superfamily	1044	500	34690.2
S000003663	YJL127C	S. cerevisiae	SPT10	SuPpressor of Ty	660	397	72907
S000003664	YJL128C	S. cerevisiae	PBS2	Polymyxin B Sensitivity	3777	580	72731.9
S000003665	YJL129C	S. cerevisiae	TRK1	TRansport of potassium (K)	672	582	141084.1
S000003666	YJL130C	S. cerevisiae	URA2	URAcil requiring	29323	15083	244996.8
S000003667	YJL131C	S. cerevisiae	AIM23	Altered Inheritance rate of Mitochondria	1857	1331	41490.8
S000003668	YJL132W	S. cerevisiae			2241	1860	84454
S000003669	YJL133W	S. cerevisiae	MRS3	Mitochondrial RNA Splicing	1462	867	34505.9
S000003670	YJL134W	S. cerevisiae	LCB3	Long-Chain Base	1349	555	47386.3
S000003671	YJL135W	S. cerevisiae					12386.9
S000003672	YJL136C	S. cerevisiae	RPS21B	Ribosomal Protein of the Small subunit	99708	53478	9759
S000003673	YJL137C	S. cerevisiae	GLG2	Glycogenin-Like Gene	1417	1016	44536.3
S000003674	YJL138C	S. cerevisiae	TIF2	Translation Initiation Factor	92322	25936	44684.5
S000003675	YJL139C	S. cerevisiae	YUR1	Yeast Unknown Reading frame	707	55	50820.4
S000003676	YJL140W	S. cerevisiae	RPB4	RNA Polymerase B	7894	986	25397.4
S000003677	YJL141C	S. cerevisiae	YAK1	Yet Another Kinase	1639	797	91254.4
S000003678	YJL142C	S. cerevisiae	IRC9	Increased Recombination Centers			14855.3
S000003679	YJL143W	S. cerevisiae	TIM17	Translocase of the Inner Mitochondrial membrane	10216	5647	16590.5
S000003680	YJL144W	S. cerevisiae	ROQ1	Regulator Of Quality control	1436	1287	11658.8
S000003681	YJL145W	S. cerevisiae	SFH5	Sec Fourteen Homolog	6817	3412	34390.6
S000003682	YJL146W	S. cerevisiae	IDS2	IME2-Dependent Signaling	2178	473	53194.8
S000003683	YJL147C	S. cerevisiae	SMT1	Suppression of Mitochondrial Translation	2041	731	44872.3
S000003684	YJL148W	S. cerevisiae	RPA34	RNA Polymerase A	8225	2376	26879.7
S000003685	YJL149W	S. cerevisiae	DAS1	Dst1-delta 6-Azauracil Sensitivity	590	345	77360.6
S000003686	YJL150W	S. cerevisiae					11879.9
S000003687	YJL151C	S. cerevisiae	SNA3	Sensitivity to NA+	7061	2858	15190.3
S000003688	YJL152W	S. cerevisiae					13663.2
S000003689	YJL153C	S. cerevisiae	INO1	INOsitol requiring	2718	2693	59633.6
S000003690	YJL154C	S. cerevisiae	VPS35	Vacuolar Protein Sorting	4037	778	109126.3
S000003691	YJL155C	S. cerevisiae	FBP26	Fructose BisPhosphatase	2215	982	52593.4
S000003692	YJL156C	S. cerevisiae	SSY5	Sulfonylurea Sensitive on YPD	708	109	77518.4
S000003693	YJL157C	S. cerevisiae	FAR1	Factor ARrest	426	284	94545
S000003694	YJL158C	S. cerevisiae	CIS3	CIk1 Suppressing	10727	1773	23233.8
S000003695	YJL159W	S. cerevisiae	HSP150	Heat Shock Protein	11810	6047	41054.6
S000003696	YJL160C	S. cerevisiae	PIR5	Protein with Internal Repeats			30221.7
S000003697	YJL161W	S. cerevisiae	FMP33	Found in Mitochondrial Proteome	1524	1122	20189.5
S000003698	YJL162C	S. cerevisiae	JJJ2	J-protein (Type III)	542	427	67392.3
S000003699	YJL163C	S. cerevisiae					61530.2
S000003700	YJL164C	S. cerevisiae	TPK1	Takashi's Protein Kinase	3555	1687	46064.1
S000003701	YJL165C	S. cerevisiae	HAL5	HALotolerance	1612	1039	95465.4
S000003702	YJL166W	S. cerevisiae	QCR8	ubiQuinol-cytochrome C oxidoReductase	4274	1346	10980.7
S000003703	YJL167W	S. cerevisiae	ERG20	ERGosterol biosynthesis	28718	11994	40474.7
S000003704	YJL168C	S. cerevisiae	SET2	SET domain-containing	3108	961	84474.6
S000003705	YJL169W	S. cerevisiae					13977.3
S000003706	YJL170C	S. cerevisiae	ASG7	a-Specific Gene	2071		24939.9
S000003707	YJL171C	S. cerevisiae	TOH1	TOS One Homolog	4773	2284	42946.1
S000003708	YJL172W	S. cerevisiae	CPS1	CarboxyPeptidase yscS	10500	2500	64568.3
S000003709	YJL173C	S. cerevisiae	RFA3	Replication Factor A	6304	2024	13810.9
S000003710	YJL174W	S. cerevisiae	KRE9	Killer toxin REsistant	3161	1700	29996
S000003711	YJL175W	S. cerevisiae					17728.8
S000003712	YJL176C	S. cerevisiae	SWI3	SWItching deficient	3533	1207	92876.1
S000003713	YJL177W	S. cerevisiae	RPL17B	Ribosomal Protein of the Large subunit	30677	11760	20574.9
S000003714	YJL178C	S. cerevisiae	ATG27	AuTophaGy related	4433	1209	30197.6
S000003715	YJL179W	S. cerevisiae	PFD1	PreFolDin	3362	1381	12784.9
S000003716	YJL180C	S. cerevisiae	ATP12	ATP synthase	3360	1649	36559.7
S000003717	YJL181W	S. cerevisiae	RBH1	Ran Binding domain Homolog	693	547	69457
S000003718	YJL182C	S. cerevisiae					12489.9
S000003719	YJL183W	S. cerevisiae	MNN11	MaNNosyltransferase	5092	2130	47862.2
S000003720	YJL184W	S. cerevisiae	GON7		2223	1071	13598.2
S000003721	YJL185C	S. cerevisiae	ATG36	AuTophaGy related			33726.5
S000003722	YJL186W	S. cerevisiae	MNN5	MaNNosyltransferase	4859	1295	67199.9
S000003723	YJL187C	S. cerevisiae	SWE1	Saccharomyces WEe1	1047	579	92452.9
S000003724	YJL188C	S. cerevisiae	BUD19	BUD site selection			11609.5
S000003725	YJL189W	S. cerevisiae	RPL39	Ribosomal Protein of the Large subunit	8331	6021	6358.9
S000003726	YJL190C	S. cerevisiae	RPS22A	Ribosomal Protein of the Small subunit	40374	16378	14635.3
S000003727	YJL191W	S. cerevisiae	RPS14B	Ribosomal Protein of the Small subunit	13149	9669	14661.1
S000003728	YJL192C	S. cerevisiae	SOP4	Suppressor Of Pma1-7	4917	2386	26604.9
S000003729	YJL193W	S. cerevisiae			439	366	45954.7
S000003730	YJL194W	S. cerevisiae	CDC6	Cell Division Cycle	2353	1123	58055.3
S000003731	YJL195C	S. cerevisiae					25435.3
S000003732	YJL196C	S. cerevisiae	ELO1	ELOngation defective	3658	2749	36249.2
S000003733	YJL197W	S. cerevisiae	UBP12	UBiquitin-specific Protease	3179	778	143087.9
S000003734	YJL198W	S. cerevisiae	PHO90	PHOsphate metabolism	2508	922	97687.3
S000003735	YJL199C	S. cerevisiae	MBB1		3600	2418	12522.3
S000003736	YJL200C	S. cerevisiae	ACO2	ACOnitase	11638	5060	86580.1
S000003737	YJL201W	S. cerevisiae	ECM25	ExtraCellular Mutant	3235	1248	68483.6
S000003738	YJL202C	S. cerevisiae					12945.3
S000003739	YJL203W	S. cerevisiae	PRP21	Pre-mRNA Processing	2240	517	33053.8
S000003740	YJL204C	S. cerevisiae	RCY1	ReCYcling	2268	391	97462.1
S000003741	YJL206C	S. cerevisiae			483	366	86668.9
S000003742	YJL205C	S. cerevisiae	NCE101	NonClassical Export	1226	310	6340.6
S000003743	YJL207C	S. cerevisiae	LAA1	Large AP-1 Accessory	2629	906	229859.7
S000003744	YJL208C	S. cerevisiae	NUC1	NUClease	3900	1714	37216.9
S000003745	YJL209W	S. cerevisiae	CBP1	Cytochrome B mRNA Processing	1965	580	76207.7
S000003746	YJL210W	S. cerevisiae	PEX2	PEroXin	506	480	30764
S000003747	YJL211C	S. cerevisiae					16825.7
S000003748	YJL212C	S. cerevisiae	OPT1	OligoPeptide Transporter	867	410	91630.2
S000003749	YJL213W	S. cerevisiae			58		35904.8
S000003750	YJL214W	S. cerevisiae	HXT8	HeXose Transporter	623		63486
S000003751	YJL215C	S. cerevisiae					13867.2
S000003752	YJL216C	S. cerevisiae	IMA5	IsoMAltase	1299		67538.3
S000003753	YJL217W	S. cerevisiae	REE1	REgulation of Enolase	8548	6234	21963.9
S000003754	YJL218W	S. cerevisiae			1265	939	21474.7
S000003755	YJL219W	S. cerevisiae	HXT9	HeXose Transporter			62863.3
S000003756	YJL220W	S. cerevisiae					16978.5
S000003757	YJL221C	S. cerevisiae	IMA4	IsoMAltase			68681.1
S000003758	YJL222W	S. cerevisiae	VTH2	Vps Ten Homolog	279	171	174351.1
S000003759	YJL223C	S. cerevisiae	PAU1	seriPAUperin family	1190		12862.7
S000003760	YJL225C	S. cerevisiae			585	50	197568.1
S000003761	YJR001W	S. cerevisiae	AVT1	Amino acid Vacuolar Transport	1596	287	65351.8
S000003762	YJR002W	S. cerevisiae	MPP10	M Phase Phosphoproteins	8228	2125	66896.9
S000003763	YJR003C	S. cerevisiae	MRX12	Mitochondrial oRganization of gene eXpression (MIOREX)	3184	638	59755.2
S000003764	YJR004C	S. cerevisiae	SAG1	Sexual AGglutination	2895	1220	70307.8
S000003765	YJR005W	S. cerevisiae	APL1	clathrin Adaptor Protein complex Large chain	2237	566	80446.1
S000003766	YJR006W	S. cerevisiae	POL31	POLymerase	2071	593	55276.3
S000003767	YJR007W	S. cerevisiae	SUI2	SUppressor of Initiator codon	27273	9873	34703.9
S000003768	YJR008W	S. cerevisiae	MHO1	Memo HOmolog	1651	928	38478.2
S000003769	YJR009C	S. cerevisiae	TDH2	Triose-phosphate DeHydrogenase	171296	120482	35845.2
S000003770	YJR010C-A	S. cerevisiae	SPC1	Signal Peptidase Complex	3338	728	10822
S000003771	YJR010W	S. cerevisiae	MET3	METhionine requiring	7313	4060	57710.9
S000003772	YJR011C	S. cerevisiae			815	316	30470.6
S000003773	YJR012C	S. cerevisiae			1257	719	14565.63
S000003774	YJR013W	S. cerevisiae	GPI14	GlycosylPhosphatidylInositol anchor biosynthesis	1395	963	47177.6
S000003775	YJR014W	S. cerevisiae	TMA22	Translation Machinery Associated	8741	2375	22500.3
S000003776	YJR015W	S. cerevisiae			639	463	58116.5
S000003777	YJR016C	S. cerevisiae	ILV3	IsoLeucine-plus-Valine requiring	41540	24019	62863.9
S000003778	YJR017C	S. cerevisiae	ESS1	ESSential	5167	1783	19408
S000003779	YJR018W	S. cerevisiae					13294
S000003780	YJR019C	S. cerevisiae	TES1	ThioESterase	2226	793	40264
S000003781	YJR020W	S. cerevisiae					12283.6
S000003782	YJR021C	S. cerevisiae	REC107	RECombination	362	288	35680.6
S000003783	YJR022W	S. cerevisiae	LSM8	Like SM	1903	1016	12385.5
S000003784	YJR023C	S. cerevisiae					15292
S000003785	YJR024C	S. cerevisiae	MDE1	Methylthioribulose-1-phosphate DEhydratase	4007	2798	27423.1
S000003786	YJR025C	S. cerevisiae	BNA1	Biosynthesis of Nicotinic Acid	4854	3097	20229.2
S000003791	YJR030C	S. cerevisiae	RBH2	Ran Binding domain Homolog			84288.9
S000003792	YJR031C	S. cerevisiae	GEA1	Guanine nucleotide Exchange on ARF	2076	727	159379.2
S000003793	YJR032W	S. cerevisiae	CPR7	Cyclosporin-sensitive Proline Rotamase	3345	812	45124.2
S000003794	YJR033C	S. cerevisiae	RAV1	Regulator of (H+)-ATPase in Vacuolar membrane	2009	1281	154945.7
S000003795	YJR034W	S. cerevisiae	PET191	PETite colonies	3183	1771	12396.7
S000003796	YJR035W	S. cerevisiae	RAD26	RADiation sensitive	1003	750	124528.1
S000003797	YJR036C	S. cerevisiae	HUL4	Hect Ubiquitin Ligase			103482
S000003798	YJR037W	S. cerevisiae					14398.2
S000003799	YJR038C	S. cerevisiae					13025.5
S000003800	YJR039W	S. cerevisiae	MLO127	Mitochondrially LOcalized protein of 127 kDa	709	561	127425.3
S000003801	YJR040W	S. cerevisiae	GEF1	"Glycerol Ethanol, Ferric requiring"	1005	571	87590.3
S000003802	YJR041C	S. cerevisiae	URB2	Unhealthy Ribosome Biogenesis	3271	1596	135099.7
S000003803	YJR042W	S. cerevisiae	NUP85	NUclear Pore	4095	1097	84849.2
S000003804	YJR043C	S. cerevisiae	POL32	POLymerase	1363	530	40314.2
S000003805	YJR044C	S. cerevisiae	VPS55	Vacuolar Protein Sorting	2441	311	15660.6
S000003806	YJR045C	S. cerevisiae	SSC1	Stress-Seventy subfamily C	54905	10911	70620.5
S000003807	YJR046W	S. cerevisiae	TAH11	Topo-A Hypersensitive	1866	405	68412.1
S000003808	YJR047C	S. cerevisiae	ANB1	ANaeroBically induced	7323	6877	17120.5
S000003809	YJR048W	S. cerevisiae	CYC1	CYtochrome C	7195	4031	12190.2
S000003810	YJR049C	S. cerevisiae	UTR1	Unidentified TRanscript	3317	1036	59468
S000003811	YJR050W	S. cerevisiae	ISY1	Interactor of SYf1p	1737	440	28032.2
S000003812	YJR051W	S. cerevisiae	OSM1	OSMotic sensitivity	4799	1969	55073.8
S000003813	YJR052W	S. cerevisiae	RAD7	RADiation sensitive	963	403	63765.1
S000003814	YJR053W	S. cerevisiae	BFA1	Byr-Four-Alike	756	575	66075.2
S000003815	YJR054W	S. cerevisiae	KCH1	Potassium (K) regulator of CcH1	538	478	57520.2
S000003816	YJR055W	S. cerevisiae	HIT1	HIgh Temperature growth	1486	827	18383.5
S000003817	YJR056C	S. cerevisiae			1685	205	27359.8
S000003818	YJR057W	S. cerevisiae	CDC8	Cell Division Cycle	2928	931	24683.6
S000003819	YJR058C	S. cerevisiae	APS2	clathrin Associated Protein complex Small subunit	1390	455	17365.2
S000003820	YJR059W	S. cerevisiae	PTK2	Putative serine/Threonine protein Kinase	4160	1384	91414.7
S000003821	YJR060W	S. cerevisiae	CBF1	Centromere Binding Factor	5757	2714	39366.1
S000003822	YJR061W	S. cerevisiae	MNN14	MaNNosyltransferase regulator	596	211	108416.3
S000003823	YJR062C	S. cerevisiae	NTA1	N-Terminal Amidase	2784	1197	51883.3
S000003824	YJR063W	S. cerevisiae	RPA12	RNA Polymerase A	11999	4298	13662.8
S000003825	YJR064W	S. cerevisiae	CCT5	Chaperonin Containing TCP-1	18486	3529	61900.8
S000003826	YJR065C	S. cerevisiae	ARP3	Actin-Related Protein	14242	3062	49535.2
S000003827	YJR066W	S. cerevisiae	TOR1	Target Of Rapamycin	1323	878	281134.4
S000003828	YJR067C	S. cerevisiae	YAE1		2334	661	16070.2
S000003829	YJR068W	S. cerevisiae	RFC2	Replication Factor C	4531	1430	39746
S000003830	YJR069C	S. cerevisiae	HAM1	6-n-HydroxylAMinopurine sensitive	7032	2863	22088.2
S000003831	YJR070C	S. cerevisiae	LIA1	Ligand of eIF5A	20522	6536	36143
S000003832	YJR071W	S. cerevisiae					13987.6
S000003833	YJR072C	S. cerevisiae	NPA3	Nucleolar Preribosomal Associated	5354	1087	43179.1
S000003834	YJR073C	S. cerevisiae	OPI3	OverProducer of Inositol	7713	4122	23156.6
S000003835	YJR074W	S. cerevisiae	MOG1	Multicopy suppressor Of ts Gsp1	3551	1041	24290.5
S000003836	YJR075W	S. cerevisiae	HOC1	Homologous to OCh1	3442	1286	46298.4
S000003837	YJR076C	S. cerevisiae	CDC11	Cell Division Cycle	7235	2336	47626.9
S000003838	YJR077C	S. cerevisiae	MIR1	Mitochondrial Import Receptor	15673	7790	32821.4
S000003839	YJR078W	S. cerevisiae	BNA2	Biosynthesis of Nicotinic Acid	578	429	50779
S000003840	YJR079W	S. cerevisiae			907		12589.5
S000003841	YJR080C	S. cerevisiae	AIM24	Altered Inheritance rate of Mitochondria	3669	429	44447.4
S000003842	YJR082C	S. cerevisiae	EAF6	Esa1p-Associated Factor	1610	835	12889.8
S000003843	YJR083C	S. cerevisiae	ACF4	Assembly Complementing Factor	2410	1270	35523.2
S000003844	YJR084W	S. cerevisiae			2125	596	49498.1
S000003845	YJR085C	S. cerevisiae	TMH11	TMem14 Homolog of 11 kDa	2715	810	11254.3
S000003846	YJR086W	S. cerevisiae	STE18	STErile	3752	1153	12632.7
S000003847	YJR087W	S. cerevisiae					13152.6
S000003848	YJR088C	S. cerevisiae	EMC2	ER Membrane protein Complex	6668	1116	33853.5
S000003849	YJR089W	S. cerevisiae	BIR1	Baculoviral IAP Repeat-containing protein	1518	890	108657.6
S000003850	YJR090C	S. cerevisiae	GRR1	Glucose Repression-Resistant	780	664	132722.7
S000003851	YJR091C	S. cerevisiae	JSN1	Just Say No	2506	1344	120367.9
S000003852	YJR092W	S. cerevisiae	BUD4	BUD site selection	1600	725	164382.2
S000003853	YJR093C	S. cerevisiae	FIP1	Factor Interacting with Poly(A) polymerase	2362	1236	35750.2
S000003854	YJR094C	S. cerevisiae	IME1	Inducer of MEiosis	1227		41841.6
S000003855	YJR094W-A	S. cerevisiae	RPL43B	Ribosomal Protein of the Large subunit	35617	8544	10108.2
S000003856	YJR095W	S. cerevisiae	SFC1	Succinate-Fumarate Carrier	3297	205	35359.8
S000003857	YJR096W	S. cerevisiae			5551	2517	32342.4
S000003858	YJR097W	S. cerevisiae	JJJ3	J-protein (Type III)	2010	1269	20016.6
S000003859	YJR098C	S. cerevisiae			1230	373	74233.8
S000003860	YJR099W	S. cerevisiae	YUH1	Yeast Ubiquitin Hydrolase	5228	3980	26368.4
S000003861	YJR100C	S. cerevisiae	AIM25	Altered Inheritance of Mitochondria	1613	408	37483.1
S000003862	YJR101W	S. cerevisiae	RSM26	Ribosomal Small subunit of Mitochondria	3647	1245	30227.8
S000003863	YJR102C	S. cerevisiae	VPS25	Vacuolar Protein Sorting	2111	933	23554.9
S000003864	YJR103W	S. cerevisiae	URA8	URAcil requiring	3680	1840	64490.1
S000003865	YJR104C	S. cerevisiae	SOD1	SuperOxide Dismutase	76043	43547	15849.8
S000003866	YJR105W	S. cerevisiae	ADO1	ADenOsine kinase	41323	9660	36359.5
S000003867	YJR106W	S. cerevisiae	ECM27	ExtraCellular Mutant	16		80653.2
S000003868	YJR107W	S. cerevisiae	LIH1	LIpase Homolog	1215		37198.2
S000003869	YJR108W	S. cerevisiae	ABM1	Aberrant Microtubules	1248		14193.8
S000003870	YJR109C	S. cerevisiae	CPA2	Carbamyl Phosphate synthetase A	27875	15251	123885.1
S000003871	YJR110W	S. cerevisiae	YMR1	Yeast Myotubularin Related	1165	766	80152.6
S000003872	YJR111C	S. cerevisiae	PXP2	PeroXisomal Protein	1946	657	32212.6
S000003873	YJR112W	S. cerevisiae	NNF1	Necessary for Nuclear Function	2315	245	23624.7
S000003874	YJR113C	S. cerevisiae	RSM7	Ribosomal Small subunit of Mitochondria	3827	564	27828.6
S000003875	YJR114W	S. cerevisiae					13966
S000003876	YJR115W	S. cerevisiae			1405		19051.1
S000003877	YJR116W	S. cerevisiae	TDA4	Topoisomerase I Damage Affected	1840	49	32024.4
S000003878	YJR117W	S. cerevisiae	STE24	STErile	9882	3770	52325.4
S000003879	YJR118C	S. cerevisiae	ILM1	Increased Loss of Mitochondrial DNA	1600	375	23628.7
S000003880	YJR119C	S. cerevisiae	JHD2	JmjC domain-containing Histone Demethylase	814	541	84971.4
S000003881	YJR120W	S. cerevisiae			1325		13420.8
S000003882	YJR121W	S. cerevisiae	ATP2	ATP synthase	35594	9067	54785.2
S000003883	YJR122W	S. cerevisiae	IBA57	Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins	995	709	57056.3
S000003884	YJR123W	S. cerevisiae	RPS5	Ribosomal Protein of the Small subunit	46502	22759	25040.9
S000003885	YJR124C	S. cerevisiae			736	655	49665.4
S000003886	YJR125C	S. cerevisiae	ENT3	Epsin N-Terminal homology	9667	2174	45068.5
S000003887	YJR126C	S. cerevisiae	VPS70	Vacuolar Protein Sorting	60	52	92014.6
S000003888	YJR127C	S. cerevisiae	RSF2	ReSpiration Factor	1222	522	155072
S000003889	YJR128W	S. cerevisiae					13504.1
S000003890	YJR129C	S. cerevisiae	EFM3	Elongation Factor Methyltransferase	783	270	39010.2
S000003891	YJR130C	S. cerevisiae	STR2	Sulfur TRansfer	2336	1250	72341.2
S000003892	YJR131W	S. cerevisiae	MNS1		2309	588	63038.7
S000003893	YJR132W	S. cerevisiae	NMD5	Nonsense-Mediated mRNA Decay	2978	1172	119908.5
S000003894	YJR133W	S. cerevisiae	XPT1	Xanthine Phosphoribosyl Transferase	2621	1558	23666.4
S000003895	YJR134C	S. cerevisiae	SGM1	Slow growth on Galactose and Mannose	2150	1228	81125.7
S000003896	YJR135C	S. cerevisiae	MCM22	MiniChromosome Maintenance	1030	586	27563.8
S000003897	YJR136C	S. cerevisiae	TTI2	Two Tel2-Interacting protein	1211	414	48646.1
S000003898	YJR137C	S. cerevisiae	MET5	METhionine requiring	6101	3867	161180.1
S000003899	YJR138W	S. cerevisiae	IML1	Increased Minichromosome Loss	1195	808	181972.4
S000003900	YJR139C	S. cerevisiae	HOM6	HOMoserine requiring	27970	18921	38502.4
S000003901	YJR140C	S. cerevisiae	HIR3	HIstone Regulation	805	424	191653.8
S000003902	YJR141W	S. cerevisiae	IPA1	Important for cleavage and PolyAdenylation	723	691	39902.3
S000003903	YJR142W	S. cerevisiae			3185	711	39680.7
S000003904	YJR143C	S. cerevisiae	PMT4	Protein O-MannosylTransferase	3728	1570	87959.7
S000003905	YJR144W	S. cerevisiae	MGM101	Mitochondrial Genome Maintenance	8649	2897	30105
S000003906	YJR145C	S. cerevisiae	RPS4A	Ribosomal Protein of the Small subunit	99147	28413	29432.7
S000003907	YJR146W	S. cerevisiae			1266	215	13179.2
S000003908	YJR147W	S. cerevisiae	HMS2	High-copy Mep Suppressor	2050	215	41200.7
S000003909	YJR148W	S. cerevisiae	BAT2	Branched-chain Amino acid Transaminase	15613	7054	41625.1
S000003910	YJR149W	S. cerevisiae			1732	691	45162.5
S000003911	YJR150C	S. cerevisiae	DAN1	Delayed ANaerobic			29595.7
S000003912	YJR151C	S. cerevisiae	DAN4	Delayed ANaerobic	2844	2567	118314.4
S000003913	YJR152W	S. cerevisiae	DAL5	Degradation of Allantoin	1617	428	60857.7
S000003914	YJR153W	S. cerevisiae	PGU1	PolyGalactUronase	2578		37291.3
S000003915	YJR154W	S. cerevisiae			1197	403	38964.4
S000003916	YJR155W	S. cerevisiae	AAD10	Aryl-Alcohol Dehydrogenase	4442	3146	32574.7
S000003917	YJR156C	S. cerevisiae	THI11	THIamine metabolism	752		38634.1
S000003918	YJR157W	S. cerevisiae					13944.5
S000003919	YJR158W	S. cerevisiae	HXT16	HeXose Transporter			62924.9
S000003920	YJR159W	S. cerevisiae	SOR1		1193		38164
S000003921	YJR160C	S. cerevisiae	MPH3	Maltose Permease Homolog			67262.5
S000003922	YJR161C	S. cerevisiae	COS5	COnserved Sequence	163	87	45715
S000003923	YJR162C	S. cerevisiae					13390.8
S000003924	YLL001W	S. cerevisiae	DNM1	DyNaMin-related	7723	4585	84956.7
S000003925	YLL002W	S. cerevisiae	RTT109	Regulator of Ty1 Transposition	1140	857	50110.4
S000003926	YLL003W	S. cerevisiae	SFI1	Suppressor of Fermentation Induced loss of stress resistance	444	52	113039.2
S000003927	YLL004W	S. cerevisiae	ORC3	Origin Recognition Complex	1081	458	72056.5
S000003928	YLL005C	S. cerevisiae	SPO75	SPOrulation			102216.6
S000003929	YLL006W	S. cerevisiae	MMM1	Maintenance of Mitochondrial Morphology	1836	503	48649.4
S000003930	YLL007C	S. cerevisiae	LMO1	eLMO homolog	1081	516	76612.6
S000003931	YLL008W	S. cerevisiae	DRS1	Deficiency of Ribosomal Subunits	5978	2157	84831.1
S000003932	YLL009C	S. cerevisiae	COX17	Cytochrome c OXidase	16810	5484	8051.2
